listing_id,date
2595,2009-11-21
2595,2009-12-05
2595,2010-05-25
2595,2012-05-07
2595,2012-05-17
2595,2012-08-18
2595,2013-05-20
2595,2014-05-21
2595,2014-07-10
2595,2014-09-28
2595,2014-10-07
2595,2014-10-18
2595,2015-03-30
2595,2015-04-21
2595,2015-05-19
2595,2015-09-21
2595,2015-09-28
2595,2016-04-11
2595,2017-07-22
2595,2017-09-16
2595,2017-10-16
2595,2017-10-29
2595,2017-11-04
2595,2017-12-03
2595,2017-12-10
2595,2017-12-31
2595,2018-01-01
2595,2018-04-29
2595,2018-05-18
2595,2018-05-27
