listing_id,y_fused,y_clean,y_review
1741745,0,0,0.0
1893225,6,6,0.0
1897447,30,30,0.0
1898110,0,0,0.0
1901154,3,3,0.0
1901357,0,0,0.0
1903198,0,0,0.0
1906604,0,0,0.0
1914185,0,0,0.0
1914231,6,6,0.0
1918693,62,62,30.0
1921859,24,24,0.0
1742654,75,75,0.0
1744709,0,0,0.0
1745358,2,2,0.0
1753671,29,29,0.0
1754876,0,0,0.0
1924645,0,0,0.0
1925224,0,0,0.0
1929321,0,0,0.0
1929540,0,0,0.0
1932110,20,20,0.0
1932491,0,0,0.0
1934444,0,0,0.0
1934765,0,0,0.0
1934804,35,35,0.0
1935175,0,0,0.0
1935302,61,61,0.0
1936633,34,34,0.0
1755844,3,3,0.0
1758391,0,0,0.0
1759154,74,74,0.0
1759526,0,0,0.0
1971540,0,0,0.0
1974700,63,63,0.0
1975069,0,0,0.0
1975999,0,0,0.0
1976123,0,0,0.0
1979127,56,56,0.0
1979506,0,0,0.0
1979579,0,0,0.0
1979848,0,0,0.0
1981590,19,19,0.0
1939106,0,0,0.0
1941435,17,17,0.0
1941439,43,43,0.0
1943394,28,28,0.0
1944155,9,9,0.0
1944891,0,0,0.0
1945115,1,1,0.0
1948494,24,24,6.0
1950603,0,0,0.0
1952271,58,58,0.0
1953928,2,2,0.0
1984378,0,0,0.0
1984390,0,0,0.0
1984486,11,11,0.0
1985022,0,0,0.0
1987627,0,0,0.0
1988823,45,45,0.0
1954653,0,0,0.0
1956467,0,0,0.0
1956677,21,21,0.0
1958765,47,47,0.0
1959024,0,0,0.0
1960045,0,0,0.0
1961361,0,0,0.0
1965766,0,0,0.0
1970697,0,0,0.0
2106706,0,0,0.0
2108237,0,0,0.0
2111336,0,0,0.0
1989731,0,0,0.0
1989838,0,0,0.0
2000576,89,89,0.0
2003807,0,0,0.0
2008122,0,0,0.0
2111422,0,0,0.0
2112142,25,25,0.0
2115773,68,68,0.0
2115784,0,0,0.0
2116940,0,0,0.0
2118102,0,0,0.0
2119582,0,0,0.0
2122613,0,0,0.0
2124536,0,0,0.0
2127382,0,0,0.0
2127713,0,0,0.0
2015168,88,88,0.0
2017397,0,0,0.0
2022126,0,0,0.0
2022920,0,0,0.0
2022938,76,76,0.0
2022958,0,0,0.0
2023357,0,0,0.0
2026869,0,0,0.0
2028291,3,3,0.0
2028432,6,6,0.0
2028677,9,9,0.0
2031495,0,0,0.0
2033224,0,0,0.0
2041041,80,80,0.0
2042764,0,0,0.0
2043060,0,0,0.0
2128464,0,0,0.0
2132248,0,0,0.0
2134052,0,0,0.0
2134697,46,46,6.0
2135754,0,0,0.0
2135766,0,0,0.0
2137111,0,0,0.0
2141635,0,0,0.0
2142092,0,0,0.0
2145599,79,79,6.0
2149184,0,0,0.0
2150727,0,0,0.0
2151259,0,0,0.0
2043329,0,0,0.0
2044873,0,0,0.0
2044889,57,57,0.0
2046225,0,0,0.0
2048796,0,0,0.0
2049322,0,0,0.0
2050406,0,0,0.0
2050993,0,0,0.0
2051013,0,0,0.0
2051352,46,46,0.0
2053940,21,21,0.0
2151479,49,49,36.0
2151558,80,80,0.0
2153153,30,30,0.0
2154075,89,89,0.0
2158171,0,0,0.0
2165107,0,0,0.0
2165933,89,89,0.0
2171821,2,2,0.0
2178294,0,0,0.0
2182899,0,0,0.0
2183423,0,0,0.0
2183430,0,0,0.0
2055467,0,0,0.0
2055559,0,0,0.0
2057295,0,0,0.0
2057403,0,0,0.0
2057480,0,0,0.0
2060275,0,0,0.0
2060768,0,0,0.0
2061811,0,0,0.0
2062630,0,0,0.0
2065538,6,6,0.0
2069359,30,30,0.0
2070290,0,0,0.0
2075526,0,0,0.0
2079686,0,0,0.0
2081177,0,0,0.0
2082670,0,0,0.0
2185842,0,0,0.0
2186138,0,0,0.0
2186452,0,0,0.0
2187682,50,50,12.0
2194038,0,0,0.0
2194382,0,0,0.0
2201581,0,0,0.0
2202858,0,0,0.0
2203154,0,0,0.0
2204672,0,0,0.0
2208545,0,0,0.0
2209835,46,46,0.0
2083547,0,0,0.0
