listing_id,y_fused,y_clean,y_review
30694693,0,0,0.0
30695144,2,2,0.0
30695780,0,0,0.0
30699302,20,20,0.0
30700892,0,0,0.0
30701853,0,0,0.0
30702161,29,29,6.0
30702384,75,75,0.0
30822664,0,0,0.0
30822815,28,28,0.0
30823647,0,0,0.0
30824853,0,0,0.0
30852793,0,0,0.0
30853694,0,0,0.0
30855904,0,0,0.0
30856384,0,0,0.0
30856398,69,69,0.0
30857971,0,0,0.0
30875053,17,17,0.0
30882631,0,0,0.0
30882745,0,0,0.0
30884570,0,0,0.0
30885792,0,0,0.0
30898965,0,0,0.0
30904692,0,0,0.0
30906210,0,0,0.0
30908416,0,0,0.0
30909287,0,0,0.0
30911300,0,0,0.0
30912539,0,0,0.0
30912652,0,0,0.0
30913799,0,0,0.0
30927844,0,0,0.0
30952275,0,0,0.0
30953535,0,0,0.0
30954420,0,0,0.0
30954828,0,0,0.0
30955422,0,0,0.0
30956743,0,0,0.0
30958980,0,0,0.0
30979146,0,0,0.0
30980172,0,0,0.0
30980752,0,0,0.0
30981245,0,0,0.0
30981877,39,39,0.0
30929724,0,0,0.0
30932198,0,0,0.0
30932236,47,47,30.0
30935679,0,0,0.0
30938219,0,0,0.0
30938582,0,0,0.0
30938864,3,3,0.0
31000783,0,0,0.0
31001555,0,0,0.0
31001961,89,89,0.0
31002413,0,0,0.0
31002659,89,89,0.0
31019621,6,5,6.0
31036861,0,0,0.0
31038331,0,0,0.0
31038347,82,82,0.0
31038390,0,0,0.0
30940484,0,0,0.0
30940831,0,0,0.0
30950513,2,2,0.0
31178588,0,0,0.0
31188063,0,0,0.0
31188378,0,0,0.0
31194309,0,0,0.0
31039770,0,0,0.0
31040919,0,0,0.0
31042032,0,0,0.0
31042303,0,0,0.0
31042971,0,0,0.0
31043762,0,0,0.0
31044749,0,0,0.0
31052694,0,0,0.0
31053180,0,0,0.0
31053208,0,0,0.0
31201815,57,57,6.0
31208865,0,0,0.0
31209182,0,0,0.0
31211176,28,28,0.0
31211375,0,0,0.0
31211385,0,0,0.0
31212456,5,5,0.0
31053535,0,0,0.0
31054566,0,0,0.0
31057348,0,0,0.0
31057368,0,0,0.0
31057603,0,0,0.0
31058888,0,0,0.0
31059670,30,23,30.0
31060046,0,0,0.0
31070935,0,0,0.0
31074354,77,77,6.0
31082686,40,40,0.0
31084737,62,62,0.0
31212571,33,33,6.0
31214157,0,0,0.0
31216136,20,20,0.0
31216852,16,16,6.0
31218310,11,11,0.0
31220573,0,0,0.0
31220645,0,0,0.0
31221559,75,75,0.0
31223352,64,64,0.0
31224224,3,3,0.0
31231904,0,0,0.0
31234360,0,0,0.0
31236046,8,8,6.0
31085028,68,68,0.0
31085213,0,0,0.0
31085554,89,89,0.0
31085679,25,25,0.0
31087285,0,0,0.0
31094549,0,0,0.0
31095373,3,3,0.0
31097104,0,0,0.0
31099129,0,0,0.0
31101814,9,9,0.0
31106666,31,31,0.0
31237124,0,0,0.0
31237303,0,0,0.0
31238549,0,0,0.0
31247718,0,0,0.0
31106961,0,0,0.0
31119799,0,0,0.0
31120812,0,0,0.0
31120894,0,0,0.0
31121209,65,65,0.0
31121555,0,0,0.0
31122836,0,0,0.0
31123021,0,0,0.0
31124462,0,0,0.0
31127267,0,0,0.0
31127402,0,0,0.0
31127529,37,37,6.0
31255156,0,0,0.0
31255471,34,34,0.0
31262486,0,0,0.0
31269703,0,0,0.0
31277426,61,61,0.0
31286946,0,0,0.0
31290477,0,0,0.0
31290728,0,0,0.0
31291730,0,0,0.0
31292343,0,0,0.0
31292757,0,0,0.0
31293545,72,72,0.0
31294395,0,0,0.0
31127742,0,0,0.0
31128175,0,0,0.0
31135051,0,0,0.0
31136603,0,0,0.0
31143377,0,0,0.0
31146186,6,6,0.0
31148287,0,0,0.0
31150305,0,0,0.0
31153044,0,0,0.0
31163666,0,0,0.0
31164039,74,74,0.0
31165085,0,0,0.0
31301754,50,50,30.0
31304303,0,0,0.0
31304312,0,0,0.0
31305551,0,0,0.0
31311422,48,48,0.0
31313105,54,42,54.0
31313806,84,84,0.0
31313987,0,0,0.0
31315168,0,0,0.0
31166982,0,0,0.0
31172569,0,0,0.0
31172584,0,0,0.0
31174610,47,47,6.0
31176662,0,0,0.0
31177983,0,0,0.0
31474431,30,30,18.0
31474638,53,53,6.0
31490659,0,0,0.0
31493229,0,0,0.0
31494679,0,0,0.0
31315936,0,0,0.0
31319380,0,0,0.0
31322232,75,75,0.0
31332746,0,0,0.0
31333074,36,16,36.0
31336375,0,0,0.0
31339496,74,74,0.0
31339600,0,0,0.0
31340539,0,0,0.0
31340666,68,68,0.0
31358401,0,0,0.0
31358547,0,0,0.0
31359053,0,0,0.0
31362276,0,0,0.0
31379967,0,0,0.0
31382465,36,36,24.0
31383493,0,0,0.0
31390350,0,0,0.0
31409073,0,0,0.0
31414558,0,0,0.0
31414856,0,0,0.0
31420503,0,0,0.0
31434819,21,21,0.0
31435773,64,64,0.0
31445273,0,0,0.0
31457396,72,72,0.0
31507738,0,0,0.0
31513692,54,54,30.0
31514475,59,59,0.0
31518329,0,0,0.0
31533518,21,21,0.0
31534487,0,0,0.0
31537701,0,0,0.0
31539511,3,3,0.0
31540573,0,0,0.0
31542692,0,0,0.0
31543246,89,89,0.0
31458142,0,0,0.0
31458781,62,62,0.0
31459245,0,0,0.0
31459394,14,14,0.0
31466176,54,22,54.0
31467888,63,63,0.0
31470227,0,0,0.0
31473340,72,72,6.0
31474126,0,0,0.0
31859909,49,49,0.0
31861671,0,0,0.0
31879887,0,0,0.0
31543550,0,0,0.0
31549470,0,0,0.0
31557451,0,0,0.0
31560410,0,0,0.0
31562978,0,0,0.0
31564614,0,0,0.0
31566176,0,0,0.0
31568673,0,0,0.0
31569502,0,0,0.0
31582797,40,40,0.0
31584089,20,20,0.0
31881052,3,3,0.0
31881336,59,59,0.0
31884696,0,0,0.0
31885563,0,0,0.0
31885991,0,0,0.0
31894643,0,0,0.0
31898478,0,0,0.0
31898630,0,0,0.0
31901835,0,0,0.0
31905458,0,0,0.0
31913609,29,29,0.0
31918252,0,0,0.0
31920388,0,0,0.0
31929176,0,0,0.0
31931117,0,0,0.0
31931665,7,7,0.0
31932152,22,22,0.0
31933373,89,89,0.0
31596199,0,0,0.0
31599728,0,0,0.0
31600379,73,73,0.0
31600930,0,0,0.0
31620173,0,0,0.0
31622448,6,2,6.0
31623508,0,0,0.0
31624317,46,46,0.0
31626662,0,0,0.0
31626920,0,0,0.0
31663848,69,69,6.0
31934408,46,46,0.0
31950380,0,0,0.0
31957975,0,0,0.0
31958064,0,0,0.0
31961126,22,22,18.0
31665138,0,0,0.0
31667621,36,25,36.0
31668461,26,26,0.0
31668481,0,0,0.0
31669717,0,0,0.0
31670625,0,0,0.0
31681846,0,0,0.0
31682228,0,0,0.0
31684570,0,0,0.0
31687149,0,0,0.0
31687693,0,0,0.0
31689618,75,75,0.0
31963324,0,0,0.0
31964045,84,84,0.0
31978518,2,2,0.0
31980644,0,0,0.0
31980794,6,6,0.0
31695085,0,0,0.0
31697123,3,3,0.0
31705298,30,30,0.0
31707961,0,0,0.0
31713858,0,0,0.0
31714168,0,0,0.0
31715312,60,60,24.0
31716191,0,0,0.0
31722021,0,0,0.0
31726939,89,89,0.0
31728112,0,0,0.0
31990505,0,0,0.0
31991634,5,5,0.0
32008192,0,0,0.0
32013622,0,0,0.0
32016639,0,0,0.0
32018402,0,0,0.0
32035609,0,0,0.0
31732450,13,13,0.0
31737653,21,21,0.0
31743178,0,0,0.0
31758029,0,0,0.0
31758231,46,46,0.0
31760509,0,0,0.0
31760941,3,3,0.0
31761417,0,0,0.0
31764572,0,0,0.0
31773364,75,75,0.0
32036822,17,17,0.0
32037535,74,74,6.0
32039742,0,0,0.0
32040351,0,0,0.0
32042721,0,0,0.0
32050071,0,0,0.0
32050230,0,0,0.0
32050419,0,0,0.0
32062843,89,89,0.0
31794109,31,31,0.0
31800683,0,0,0.0
31802796,0,0,0.0
31809534,52,52,0.0
31823858,0,0,0.0
31828528,0,0,0.0
31834161,17,17,0.0
31834190,89,89,0.0
31835627,0,0,0.0
31836311,16,16,0.0
31839994,58,58,0.0
31847270,0,0,0.0
32064131,0,0,0.0
32064705,0,0,0.0
32081249,89,89,0.0
32086758,0,0,0.0
32088018,21,21,0.0
32095900,6,6,0.0
32102590,66,66,36.0
32107065,0,0,0.0
32108317,27,27,12.0
31856192,14,14,12.0
31857171,0,0,0.0
31857472,53,53,6.0
32284910,0,0,0.0
32285578,0,0,0.0
32287174,48,48,0.0
32292954,89,89,0.0
32297005,0,0,0.0
32306605,53,53,0.0
32308471,0,0,0.0
32311383,20,20,0.0
32113353,38,38,0.0
32125848,87,87,0.0
32137481,44,44,0.0
32165536,0,0,0.0
32165550,0,0,0.0
32315112,0,0,0.0
32316672,0,0,0.0
32317602,0,0,0.0
32336400,0,0,0.0
32343097,0,0,0.0
32350835,60,60,0.0
32354513,48,22,48.0
32364753,16,16,0.0
32381165,42,42,0.0
32382542,3,3,0.0
32383114,3,3,0.0
32166264,0,0,0.0
32166672,0,0,0.0
32171100,17,17,12.0
32171104,0,0,0.0
32185689,0,0,0.0
32185974,0,0,0.0
32186503,0,0,0.0
32189288,42,42,0.0
32189706,0,0,0.0
32190231,0,0,0.0
32190629,0,0,0.0
32206003,3,3,0.0
32214585,0,0,0.0
32222756,0,0,0.0
32233982,75,75,0.0
32392636,0,0,0.0
32400196,45,45,0.0
32403772,0,0,0.0
32406729,0,0,0.0
32427478,0,0,0.0
32441769,0,0,0.0
32448749,76,76,0.0
32454559,0,0,0.0
32466614,0,0,0.0
32468788,0,0,0.0
32470327,0,0,0.0
32234674,76,76,0.0
32238694,30,30,30.0
32241239,21,21,0.0
32241276,56,56,0.0
32242139,79,79,0.0
32244865,0,0,0.0
32260219,0,0,0.0
32264646,0,0,0.0
32470732,16,16,0.0
32474951,0,0,0.0
32476606,0,0,0.0
32477130,67,67,0.0
32493320,0,0,0.0
32494256,61,61,12.0
32495771,3,3,0.0
32499495,56,56,30.0
32501820,0,0,0.0
32502180,34,34,6.0
32517517,15,15,0.0
32520381,58,58,0.0
32268149,0,0,0.0
32273036,77,77,0.0
32524152,0,0,0.0
32527643,0,0,0.0
32530603,0,0,0.0
32531179,0,0,0.0
32531409,30,30,0.0
32541475,19,19,0.0
32544596,47,47,0.0
32546557,6,6,0.0
32546879,0,0,0.0
32549155,64,64,30.0
32669067,0,0,0.0
32669305,0,0,0.0
32670456,0,0,0.0
32670715,3,3,0.0
32701542,0,0,0.0
32705496,10,10,0.0
32721564,3,3,0.0
32722219,31,31,0.0
32742238,42,42,0.0
32743677,0,0,0.0
32744022,0,0,0.0
32746895,8,8,0.0
32747368,1,1,0.0
32759322,0,0,0.0
32764445,0,0,0.0
32550619,0,0,0.0
32554867,0,0,0.0
32563070,0,0,0.0
32566536,21,21,0.0
32567344,0,0,0.0
32570893,0,0,0.0
32575528,62,62,0.0
32575757,85,85,12.0
32586373,0,0,0.0
32589616,0,0,0.0
32591286,26,26,0.0
32777169,0,0,0.0
32789340,0,0,0.0
32792849,0,0,0.0
32801102,0,0,0.0
32803072,0,0,0.0
32805276,0,0,0.0
32806789,0,0,0.0
32591771,14,14,0.0
32595900,0,0,0.0
32607488,59,59,0.0
32611458,60,60,0.0
32611977,40,40,6.0
32616393,31,31,6.0
32617384,33,33,6.0
32618577,68,68,6.0
32618640,74,74,0.0
32618716,7,7,0.0
32619108,68,68,0.0
32806998,0,0,0.0
32809387,0,0,0.0
32815390,0,0,0.0
32816064,0,0,0.0
32820849,61,61,0.0
32822073,0,0,0.0
32838697,61,61,0.0
32620347,0,0,0.0
32634041,0,0,0.0
32635329,0,0,0.0
32636494,20,20,0.0
32645984,0,0,0.0
32646039,0,0,0.0
32663836,0,0,0.0
32664187,0,0,0.0
32666534,21,21,0.0
32668712,76,76,0.0
32668910,0,0,0.0
33133919,0,0,0.0
32842295,0,0,0.0
32844072,42,42,0.0
33135950,42,41,42.0
33138120,21,21,0.0
33138453,0,0,0.0
33140204,0,0,0.0
33141938,16,16,0.0
33154669,0,0,0.0
33155194,0,0,0.0
33155909,0,0,0.0
33156123,0,0,0.0
33156370,0,0,0.0
32845010,89,89,0.0
32845331,42,39,42.0
32845516,60,21,60.0
32847146,89,89,0.0
32856048,89,89,0.0
32857378,18,10,18.0
32857674,30,8,30.0
32857918,0,0,0.0
32858018,24,13,24.0
32858895,0,0,0.0
33161761,53,53,12.0
33162983,89,89,0.0
33168922,0,0,0.0
33169141,89,89,0.0
33175415,58,58,0.0
33180845,38,38,36.0
33184311,0,0,0.0
33190224,0,0,0.0
33194789,0,0,0.0
33214803,0,0,0.0
33239233,0,0,0.0
32860541,0,0,0.0
32862140,0,0,0.0
32865732,89,89,0.0
32890299,0,0,0.0
32894678,32,32,0.0
32900964,0,0,0.0
32901262,0,0,0.0
32913140,3,3,0.0
32915763,68,68,18.0
33247747,0,0,0.0
33265025,0,0,0.0
33267342,0,0,0.0
33269219,0,0,0.0
33269801,3,3,0.0
33271828,35,35,0.0
33273525,0,0,0.0
33273859,65,65,6.0
33275894,0,0,0.0
33276141,0,0,0.0
33295827,0,0,0.0
33315368,0,0,0.0
33318809,0,0,0.0
32923358,5,5,0.0
32926070,86,86,0.0
32926087,60,60,0.0
32933643,1,1,0.0
32935473,62,62,0.0
32937780,70,70,0.0
32940047,61,61,0.0
33319941,0,0,0.0
33331140,0,0,0.0
33331584,0,0,0.0
33334476,34,34,0.0
33340151,0,0,0.0
33346748,5,5,0.0
33346826,5,5,0.0
33348833,0,0,0.0
33348910,62,62,6.0
33367026,0,0,0.0
33373472,0,0,0.0
33374241,0,0,0.0
32940382,0,0,0.0
32943764,0,0,0.0
32957830,0,0,0.0
32959357,3,3,0.0
32990282,55,55,0.0
32990477,89,89,0.0
32991664,0,0,0.0
33010488,38,38,24.0
33010913,0,0,0.0
33012494,52,52,0.0
33379269,0,0,0.0
33387469,44,44,42.0
33394700,0,0,0.0
33421406,89,89,0.0
33422875,0,0,0.0
33423101,0,0,0.0
33423849,58,58,6.0
33427418,0,0,0.0
33439687,9,9,0.0
33442531,2,2,0.0
33446373,0,0,0.0
33448577,26,26,0.0
33014255,0,0,0.0
33020012,0,0,0.0
33035945,0,0,0.0
33449304,0,0,0.0
33451456,89,89,0.0
33454764,0,0,0.0
33455322,0,0,0.0
33457366,0,0,0.0
33457731,0,0,0.0
33469440,0,0,0.0
33469797,16,16,0.0
33474649,0,0,0.0
33485978,34,34,24.0
33486731,0,0,0.0
33038705,14,14,0.0
33040208,0,0,0.0
33044053,0,0,0.0
33049970,0,0,0.0
33055126,54,54,12.0
33489978,0,0,0.0
33491707,19,19,0.0
33495663,0,0,0.0
33498032,0,0,0.0
33513897,0,0,0.0
33515695,0,0,0.0
33516105,0,0,0.0
33521985,3,3,0.0
33529806,0,0,0.0
33533601,19,19,0.0
33534624,0,0,0.0
33061311,60,60,36.0
33069506,0,0,0.0
33070946,48,38,48.0
33077083,3,3,0.0
33545797,0,0,0.0
33546854,0,0,0.0
33547205,0,0,0.0
33556100,0,0,0.0
33558102,0,0,0.0
33558241,0,0,0.0
33559330,0,0,0.0
33559960,0,0,0.0
33560323,46,46,0.0
33560707,0,0,0.0
33094622,9,9,0.0
33097219,3,3,0.0
33101073,19,19,0.0
33101286,43,43,0.0
33127307,59,59,6.0
33917958,77,77,0.0
33580893,28,28,0.0
33580907,28,28,0.0
33581628,0,0,0.0
33589554,4,4,0.0
33589697,67,67,0.0
33603476,0,0,0.0
33607399,0,0,0.0
33608420,0,0,0.0
33611062,0,0,0.0
33611809,60,60,0.0
33926074,0,0,0.0
33927253,0,0,0.0
33927923,0,0,0.0
33928971,0,0,0.0
33930528,64,64,0.0
33930883,0,0,0.0
33936370,3,3,0.0
33937466,6,6,0.0
33954574,0,0,0.0
33612951,2,2,0.0
33613736,89,89,0.0
33617342,0,0,0.0
33632312,6,6,0.0
33635511,0,0,0.0
33639841,0,0,0.0
33641049,0,0,0.0
33642152,77,77,0.0
33642266,1,1,0.0
33653706,31,31,0.0
33654747,6,6,0.0
33956049,0,0,0.0
33957835,88,88,0.0
33961505,3,3,0.0
33964014,0,0,0.0
33964535,0,0,0.0
33969898,0,0,0.0
33660716,0,0,0.0
33660911,6,6,0.0
33662914,20,20,0.0
33664484,12,12,0.0
33667731,0,0,0.0
33677607,0,0,0.0
33683407,41,41,6.0
33684621,37,37,0.0
33689653,47,47,0.0
33689832,21,21,0.0
33689844,0,0,0.0
33970585,0,0,0.0
33971170,3,3,0.0
33974640,11,11,0.0
33974777,45,45,0.0
33982630,89,89,6.0
33985846,0,0,0.0
33987509,0,0,0.0
33989681,32,32,0.0
33691396,0,0,0.0
33705274,68,68,6.0
33706354,0,0,0.0
33711101,0,0,0.0
33716043,1,1,0.0
33725862,0,0,0.0
33726859,0,0,0.0
33735398,89,89,0.0
33741107,0,0,0.0
33743082,0,0,0.0
33743807,0,0,0.0
33745549,0,0,0.0
33994927,0,0,0.0
33995646,0,0,0.0
33999377,16,16,0.0
33999874,33,33,6.0
34011627,0,0,0.0
34014027,0,0,0.0
34017530,0,0,0.0
34017965,86,86,0.0
34022740,3,3,0.0
34023411,0,0,0.0
34023558,0,0,0.0
33753198,0,0,0.0
33763207,0,0,0.0
33772781,0,0,0.0
33776576,15,15,0.0
33785477,20,20,0.0
33787438,0,0,0.0
33796251,0,0,0.0
33798189,78,78,0.0
33812961,21,21,0.0
33820675,33,33,6.0
33823598,46,46,0.0
33826775,0,0,0.0
34039045,0,0,0.0
34042173,0,0,0.0
34042870,0,0,0.0
34051381,0,0,0.0
34051551,0,0,0.0
34053516,0,0,0.0
34055336,0,0,0.0
34056679,0,0,0.0
34059931,57,57,0.0
34062693,89,89,0.0
34063075,0,0,0.0
34071447,0,0,0.0
34071685,0,0,0.0
34071687,0,0,0.0
34071688,0,0,0.0
34071691,0,0,0.0
34071692,0,0,0.0
34071693,0,0,0.0
34071699,0,0,0.0
34071700,0,0,0.0
34071962,89,89,0.0
34072049,89,89,0.0
34072160,88,88,0.0
34072162,67,67,0.0
34072164,89,89,0.0
34072165,0,0,0.0
34078420,0,0,0.0
34084359,0,0,0.0
34086213,0,0,0.0
33829791,0,0,0.0
33832840,0,0,0.0
33833257,0,0,0.0
33835470,15,15,0.0
33835992,68,68,0.0
33849970,0,0,0.0
33852557,0,0,0.0
33853465,3,3,0.0
33854066,0,0,0.0
33858603,0,0,0.0
33870097,0,0,0.0
34087005,0,0,0.0
34088961,0,0,0.0
34094976,0,0,0.0
34096002,0,0,0.0
34101162,0,0,0.0
34103144,81,81,6.0
33873570,3,3,0.0
33873780,3,3,0.0
33875614,5,5,0.0
33877113,0,0,0.0
33877798,76,76,0.0
33880238,0,0,0.0
33883497,30,24,30.0
33883949,57,57,0.0
33897838,0,0,0.0
33903300,69,69,0.0
33904680,0,0,0.0
34107684,0,0,0.0
34108545,0,0,0.0
34109471,0,0,0.0
34114232,58,58,0.0
34116575,28,28,0.0
34118590,0,0,0.0
34123251,20,20,0.0
34127215,42,42,0.0
34132006,0,0,0.0
34136999,45,45,0.0
34138042,16,16,0.0
34138100,89,89,0.0
34142194,0,0,0.0
33908121,0,0,0.0
33910078,6,6,0.0
34230593,63,63,0.0
34231172,43,43,18.0
34234215,0,0,0.0
34251664,0,0,0.0
34253845,13,13,0.0
34255740,0,0,0.0
34256727,0,0,0.0
34258883,3,3,0.0
34272580,9,9,0.0
34142214,0,0,0.0
34142893,0,0,0.0
34150118,0,0,0.0
34152598,0,0,0.0
34165293,57,57,6.0
34169395,0,0,0.0
34172085,26,26,6.0
34175118,66,66,0.0
34180340,0,0,0.0
34181803,0,0,0.0
34197959,47,47,0.0
34202304,0,0,0.0
34202651,25,25,0.0
34205576,12,12,0.0
34274062,0,0,0.0
34278935,58,58,6.0
34279388,85,85,6.0
34281515,0,0,0.0
34284185,0,0,0.0
34287923,22,22,6.0
34289855,0,0,0.0
34306797,0,0,0.0
34309096,0,0,0.0
34313601,41,41,36.0
34315737,48,48,6.0
34316911,0,0,0.0
34206567,20,20,0.0
34213403,70,70,6.0
34500384,0,0,0.0
34501332,56,56,0.0
34501725,62,62,0.0
34501825,0,0,0.0
34507048,0,0,0.0
34327434,18,18,0.0
34335995,34,34,0.0
34336135,3,3,0.0
34336328,0,0,0.0
34337267,83,83,6.0
34337805,0,0,0.0
34339330,25,25,18.0
34340299,0,0,0.0
34340357,16,16,6.0
34340625,0,0,0.0
34343028,0,0,0.0
34346014,0,0,0.0
34508577,0,0,0.0
34509926,0,0,0.0
34510977,2,2,0.0
34533172,0,0,0.0
34358402,21,21,0.0
34360431,0,0,0.0
34362400,0,0,0.0
34362677,66,66,0.0
34363916,48,48,0.0
34365364,54,54,6.0
34368310,21,21,0.0
34368927,0,0,0.0
34369607,0,0,0.0
34370526,2,2,0.0
34370821,66,66,0.0
34535182,1,1,0.0
34536285,0,0,0.0
34537321,33,33,0.0
34539406,1,1,0.0
34542125,1,1,0.0
34542878,1,1,0.0
34371113,0,0,0.0
34371913,0,0,0.0
34383611,0,0,0.0
34384580,0,0,0.0
34384911,89,89,0.0
34384958,23,23,0.0
34392044,0,0,0.0
34393812,0,0,0.0
34415992,5,5,0.0
34417340,0,0,0.0
34420423,0,0,0.0
34546192,0,0,0.0
34568831,77,77,0.0
34570070,0,0,0.0
34592851,6,6,0.0
34592997,41,41,6.0
34593016,72,72,0.0
34593055,0,0,0.0
34593686,0,0,0.0
34595632,0,0,0.0
34596689,0,0,0.0
34596961,74,74,0.0
34600024,8,8,0.0
34422468,0,0,0.0
34433947,0,0,0.0
34436638,0,0,0.0
34447510,0,0,0.0
34449879,0,0,0.0
34468721,3,3,0.0
34469494,11,11,0.0
34471928,0,0,0.0
34478311,30,30,12.0
34478719,89,89,0.0
34480008,6,6,0.0
34603173,2,2,0.0
34604981,0,0,0.0
34605049,0,0,0.0
34616078,46,46,0.0
34620162,36,36,0.0
34621385,0,0,0.0
34485317,20,20,0.0
34485693,10,10,0.0
34485694,9,9,0.0
34485696,0,0,0.0
34485697,8,8,0.0
34485698,12,10,12.0
34485699,19,19,0.0
34485702,16,16,0.0
34485742,8,8,0.0
34485745,11,11,0.0
34487108,10,10,0.0
34623269,0,0,0.0
34624286,59,59,0.0
34641992,3,3,0.0
34643695,0,0,0.0
34647478,0,0,0.0
34651712,0,0,0.0
34651960,0,0,0.0
34656064,3,3,0.0
34667590,13,13,0.0
34487247,78,8,78.0
34487373,58,58,42.0
34487491,49,49,36.0
34491852,4,4,0.0
34491871,4,4,0.0
34491916,7,7,0.0
34491918,5,5,0.0
34494974,0,0,0.0
34840495,0,0,0.0
34841457,0,0,0.0
34668348,0,0,0.0
34670672,14,14,0.0
34673353,52,52,0.0
34679833,0,0,0.0
34686716,0,0,0.0
34690202,62,62,0.0
34844071,0,0,0.0
34856076,0,0,0.0
34858480,0,0,0.0
34860207,28,28,0.0
34862591,0,0,0.0
34866647,0,0,0.0
34866682,18,18,0.0
34866897,0,0,0.0
34868325,0,0,0.0
34868859,86,86,0.0
34869203,0,0,0.0
34700092,30,30,0.0
34705150,0,0,0.0
34705719,89,84,89.0
34706349,0,0,0.0
34708585,0,0,0.0
34709283,16,16,0.0
34709658,0,0,0.0
34871854,0,0,0.0
34873255,0,0,0.0
34873969,0,0,0.0
34890712,0,0,0.0
34894797,0,0,0.0
34897396,0,0,0.0
34907049,0,0,0.0
34907354,0,0,0.0
34907479,16,16,0.0
34908806,0,0,0.0
34710645,0,0,0.0
34718143,0,0,0.0
34721719,3,3,0.0
34722584,16,16,0.0
34723211,0,0,0.0
34737998,89,89,0.0
34738463,3,3,0.0
34741981,3,3,0.0
34742861,89,89,0.0
34743365,0,0,0.0
34745490,42,42,0.0
34909026,89,89,0.0
34909594,89,89,6.0
34926055,72,72,0.0
34929016,0,0,0.0
34935216,0,0,0.0
34938631,0,0,0.0
34949054,0,0,0.0
34952279,0,0,0.0
34956061,6,6,0.0
34967524,0,0,0.0
34971449,17,17,0.0
34746284,33,33,0.0
34748026,0,0,0.0
34748366,0,0,0.0
34753379,0,0,0.0
34754120,0,0,0.0
34754241,0,0,0.0
34759503,0,0,0.0
34774305,0,0,0.0
34783887,0,0,0.0
34788810,0,0,0.0
34792347,0,0,0.0
34809828,0,0,0.0
34972982,34,34,0.0
34973988,0,0,0.0
34975935,0,0,0.0
34976735,0,0,0.0
34978738,0,0,0.0
34981661,0,0,0.0
34993824,26,26,0.0
34994129,86,86,6.0
34997894,0,0,0.0
34998955,75,75,0.0
34815470,0,0,0.0
34819702,61,61,12.0
34821537,0,0,0.0
34822061,0,0,0.0
34835762,0,0,0.0
34838079,0,0,0.0
35000464,56,56,0.0
35001175,0,0,0.0
35002311,0,0,0.0
35005373,52,52,0.0
35012500,74,74,0.0
35025921,18,18,0.0
35026069,0,0,0.0
35026161,38,38,6.0
35038426,69,69,30.0
34839277,0,0,0.0
35162306,0,0,0.0
35164294,0,0,0.0
35166718,74,74,0.0
35167097,89,89,0.0
35172393,0,0,0.0
35183293,66,66,0.0
35186258,89,89,0.0
35186404,10,10,0.0
35189052,0,0,0.0
35038658,0,0,0.0
35043094,3,3,0.0
35044394,0,0,0.0
35045823,0,0,0.0
35059067,0,0,0.0
35059840,0,0,0.0
35061907,0,0,0.0
35066800,0,0,0.0
35076834,17,17,0.0
35078721,20,20,0.0
35079012,0,0,0.0
35191797,60,60,0.0
35193203,0,0,0.0
35195180,0,0,0.0
35196872,0,0,0.0
35197500,0,0,0.0
35199446,0,0,0.0
35206238,0,0,0.0
35217588,0,0,0.0
35217816,0,0,0.0
35080347,0,0,0.0
35085042,0,0,0.0
35085826,0,0,0.0
35087672,0,0,0.0
35096173,0,0,0.0
35096744,0,0,0.0
35096805,0,0,0.0
35109246,0,0,0.0
35114037,46,46,0.0
35114189,0,0,0.0
35115187,0,0,0.0
35219812,0,0,0.0
35220477,0,0,0.0
35222567,6,6,0.0
35224560,0,0,0.0
35227165,42,42,0.0
35228373,0,0,0.0
35231370,80,80,6.0
35231916,3,3,0.0
35232819,56,56,36.0
35115611,45,45,0.0
35119931,0,0,0.0
35120222,89,89,0.0
35121319,0,0,0.0
35121524,34,34,0.0
35124311,0,0,0.0
35128367,0,0,0.0
35132775,0,0,0.0
35136523,0,0,0.0
35136809,0,0,0.0
35147929,6,1,6.0
35233962,0,0,0.0
35235212,0,0,0.0
35235326,39,39,6.0
35235379,0,0,0.0
35236345,15,15,0.0
35236424,0,0,0.0
35236534,32,32,0.0
35236677,0,0,0.0
35250568,72,72,0.0
35149019,12,2,12.0
35149180,4,4,0.0
35149282,19,19,6.0
35149452,4,4,0.0
35149749,6,4,6.0
35154411,85,85,0.0
35154668,36,36,0.0
35252845,34,34,30.0
35254823,67,67,36.0
35258943,0,0,0.0
35260994,0,0,0.0
35154803,56,56,18.0
35154913,89,17,89.0
35155873,26,26,0.0
35497497,3,3,0.0
35499352,0,0,0.0
35509087,3,3,0.0
35510876,12,12,6.0
35510977,3,3,0.0
35511098,3,3,0.0
35512005,0,0,0.0
35267252,0,0,0.0
35267276,0,0,0.0
35267302,30,30,0.0
35267761,22,22,6.0
35268357,0,0,0.0
35269107,0,0,0.0
35281795,0,0,0.0
35284206,0,0,0.0
35284472,0,0,0.0
35284618,0,0,0.0
35513883,62,62,0.0
35516587,0,0,0.0
35523432,26,26,6.0
35526392,75,75,6.0
35532192,0,0,0.0
35532310,0,0,0.0
35532648,0,0,0.0
35536969,5,5,0.0
35539586,32,32,12.0
35289004,0,0,0.0
35304260,17,17,0.0
35310193,2,2,0.0
35315339,32,32,0.0
35539721,63,63,0.0
35539856,22,22,0.0
35540158,49,49,0.0
35540308,0,0,0.0
35540417,0,0,0.0
