listing_id,occ_10,days_10,occ_11,days_11,occ_12,days_12,y_occupied_q4,days_observed
29825825,30,30,28,28,27,27,85,85
29827530,30,30,28,28,27,27,85,85
29828333,30,30,28,28,27,27,85,85
29828445,30,30,0,0,0,0,30,30
29829066,30,30,28,28,27,27,85,85
29831517,27,31,17,29,19,28,63,88
29834691,30,30,28,28,27,27,85,85
29835159,30,30,28,28,27,27,85,85
29844533,30,30,28,28,27,27,85,85
29847492,5,30,1,29,0,27,6,86
29850004,30,30,28,28,27,27,85,85
29851718,3,30,3,29,3,27,9,86
29851985,30,30,28,28,27,27,85,85
29855796,30,30,28,28,27,27,85,85
29858182,0,30,0,29,0,28,0,87
29858919,30,30,28,28,27,27,85,85
29858941,30,30,28,28,27,27,85,85
29877195,30,30,28,28,27,27,85,85
29877448,30,30,29,29,27,27,86,86
29879085,30,30,28,28,27,27,85,85
29880813,30,30,28,28,27,27,85,85
29881973,30,30,28,28,27,27,85,85
29883990,30,30,28,28,27,27,85,85
29889800,30,30,0,0,0,0,30,30
29893519,30,30,28,28,27,27,85,85
29897445,30,30,28,28,27,27,85,85
29897911,0,30,0,29,0,27,0,86
29898471,30,30,28,28,27,27,85,85
29903897,5,30,0,0,0,0,5,30
29904305,25,30,0,0,0,0,25,30
29904478,30,30,29,29,0,0,59,59
29905155,30,30,29,29,28,28,87,87
29906282,26,30,12,29,27,28,65,87
29907089,30,30,28,28,27,27,85,85
29907852,30,30,28,28,27,27,85,85
29908937,19,30,11,29,18,28,48,87
29909077,30,30,28,28,27,27,85,85
29921568,30,30,28,28,27,27,85,85
29922930,30,30,28,28,27,27,85,85
29923198,30,30,28,28,27,27,85,85
29923252,30,30,28,28,27,27,85,85
29923522,2,30,1,28,2,22,5,80
29923537,2,30,1,28,2,22,5,80
29923555,2,30,1,28,2,22,5,80
29923582,2,30,1,28,2,22,5,80
29923599,2,30,1,28,2,22,5,80
29923619,2,30,1,28,2,22,5,80
29923634,2,30,1,28,2,22,5,80
29923654,2,30,1,28,2,22,5,80
29923697,2,30,1,28,2,22,5,80
29929095,31,31,29,29,28,28,88,88
29929702,0,30,1,29,1,28,2,87
29935981,7,30,7,29,7,28,21,87
29937451,31,31,1,29,0,28,32,88
29939030,30,30,28,28,27,27,85,85
29942321,30,30,28,28,27,27,85,85
29943061,22,30,8,29,25,28,55,87
29943455,30,30,27,28,18,27,75,85
29944183,30,30,28,28,27,27,85,85
29944408,21,30,0,29,27,27,48,86
29945283,30,30,6,28,27,27,63,85
29946757,2,30,2,29,1,27,5,86
29958350,30,30,28,28,27,27,85,85
29963540,30,30,28,28,27,27,85,85
29963575,0,31,17,29,28,28,45,88
29964050,30,30,28,28,27,27,85,85
29964348,7,30,7,29,6,27,20,86
29964495,30,30,28,28,27,27,85,85
29965041,30,30,28,28,27,27,85,85
29966192,30,30,28,28,27,27,85,85
29967433,1,30,0,28,1,28,2,86
29967770,30,30,28,28,27,27,85,85
29968121,2,30,0,28,1,27,3,85
29968478,30,30,28,28,27,27,85,85
29981728,30,30,28,28,27,27,85,85
29981890,30,30,28,28,27,27,85,85
29982192,30,30,28,28,27,27,85,85
29987700,30,30,28,28,27,27,85,85
29990168,30,30,29,29,0,27,59,86
29993012,30,30,8,29,28,28,66,87
29994675,30,30,28,28,27,27,85,85
29995668,30,30,28,28,27,27,85,85
29995977,30,30,28,28,27,27,85,85
30003335,0,31,0,29,0,28,0,88
30003453,9,30,2,29,2,28,13,87
30006962,30,30,29,29,28,28,87,87
30012164,30,30,28,28,27,27,85,85
30012632,30,30,28,28,27,27,85,85
30015658,30,30,28,28,27,27,85,85
30021540,10,30,0,29,1,28,11,87
30021914,14,30,0,29,1,28,15,87
30023607,30,30,28,28,27,27,85,85
30031616,30,30,29,29,27,27,86,86
30033284,30,30,29,29,28,28,87,87
30034070,28,30,22,29,25,27,75,86
30038208,2,30,2,29,2,27,6,86
30041537,30,30,28,28,27,27,85,85
30042363,1,30,2,29,0,0,3,59
30043083,0,30,0,28,1,28,1,86
30043966,30,30,29,29,27,27,86,86
30046573,28,30,1,29,13,27,42,86
30046737,30,30,28,28,27,27,85,85
30053410,2,31,1,29,1,28,4,88
30058948,2,30,0,29,0,27,2,86
30059270,30,30,28,28,27,27,85,85
30059328,30,30,28,28,27,27,85,85
30062040,30,30,28,28,27,27,85,85
30062210,30,30,28,28,27,27,85,85
30062290,0,30,0,29,0,27,0,86
30062478,7,30,7,29,6,27,20,86
30064021,30,30,28,28,27,27,85,85
30065198,30,30,29,29,26,27,85,86
30066459,30,30,28,28,27,27,85,85
30069091,30,30,28,28,27,27,85,85
30069635,30,30,28,28,27,27,85,85
30071646,30,30,28,28,27,27,85,85
30082832,27,30,24,29,25,28,76,87
30083825,30,30,28,28,27,27,85,85
30087377,30,30,2,29,9,27,41,86
30088310,30,30,28,28,27,27,85,85
30088906,30,30,28,28,27,27,85,85
30089134,30,30,28,28,27,27,85,85
30089412,28,30,17,29,25,28,70,87
30089955,30,30,28,28,27,27,85,85
30091313,2,30,0,29,0,27,2,86
30091911,30,30,28,28,27,27,85,85
30096719,29,30,25,29,27,28,81,87
30101694,30,30,28,28,27,27,85,85
30104723,30,30,29,29,27,27,86,86
30105137,30,30,28,29,0,27,58,86
30106162,30,30,28,28,27,27,85,85
30106990,0,30,0,29,0,27,0,86
30107262,26,30,1,29,0,27,27,86
30108247,30,30,28,28,27,27,85,85
30109916,30,30,29,29,20,28,79,87
30112494,30,30,28,28,27,27,85,85
30113594,30,30,28,28,27,27,85,85
30120427,30,30,28,28,27,27,85,85
30121473,30,30,28,28,27,27,85,85
30122033,30,30,28,28,27,27,85,85
30123494,30,30,28,28,27,27,85,85
30125523,2,30,0,29,27,27,29,86
30125569,30,30,28,28,27,27,85,85
30125704,10,30,0,29,0,27,10,86
30126274,30,30,28,28,27,27,85,85
30129959,30,30,28,28,27,27,85,85
30143717,30,30,28,28,27,27,85,85
30152177,30,30,28,28,27,27,85,85
30154255,30,30,0,29,12,27,42,86
30156697,30,30,29,29,27,27,86,86
30158061,30,30,28,28,27,27,85,85
30159356,30,30,28,28,27,27,85,85
30162689,29,30,29,29,20,28,78,87
30169107,30,30,28,28,27,27,85,85
30173864,30,30,28,28,27,27,85,85
30174397,30,30,29,29,1,28,60,87
30175521,30,30,28,28,27,27,85,85
30175606,0,30,0,29,0,27,0,86
30182137,30,30,29,29,27,27,86,86
30183115,30,30,28,28,27,27,85,85
30183428,30,30,28,28,27,27,85,85
30184570,30,30,28,28,27,27,85,85
30186549,30,30,28,28,27,27,85,85
30187850,30,30,28,28,27,27,85,85
30198546,30,30,29,29,27,27,86,86
30200473,30,30,28,28,27,27,85,85
30201476,19,30,29,29,22,27,70,86
30206047,1,30,1,29,1,27,3,86
30210441,30,30,28,28,27,27,85,85
30212741,29,30,0,29,5,28,34,87
30213232,0,30,22,28,0,28,22,86
30213410,30,30,28,28,27,27,85,85
30215130,30,30,28,28,27,27,85,85
30227054,30,30,28,28,27,27,85,85
30229561,30,30,28,28,27,27,85,85
30229988,30,30,28,28,27,27,85,85
30231026,30,30,28,28,27,27,85,85
30234773,30,30,29,29,0,28,59,87
30236202,26,30,6,29,27,27,59,86
30244166,30,30,28,28,27,27,85,85
30249168,30,30,28,28,27,27,85,85
30252034,30,30,27,29,0,27,57,86
30252158,30,30,28,28,27,27,85,85
30254229,3,30,2,29,2,28,7,87
30255625,30,30,28,28,27,27,85,85
30255663,30,30,28,28,27,27,85,85
30264393,30,30,28,28,27,27,85,85
30264512,31,31,28,29,18,28,77,88
30265098,30,30,28,28,27,27,85,85
30268825,30,30,29,29,26,27,85,86
30274568,30,30,28,28,27,27,85,85
30279712,15,30,29,29,28,28,72,87
30283940,30,30,28,28,27,27,85,85
30284324,28,30,0,29,0,0,28,59
30285772,30,30,28,28,27,27,85,85
30286646,30,30,0,0,0,0,30,30
30292232,30,30,28,28,27,27,85,85
30294304,30,30,28,28,27,27,85,85
30307336,30,30,29,29,0,0,59,59
30308289,29,30,29,29,27,27,85,86
30311099,30,30,28,28,27,27,85,85
30314761,23,30,21,29,9,28,53,87
30314819,30,30,28,28,27,27,85,85
30315087,8,30,0,28,1,27,9,85
30321542,30,30,28,28,27,27,85,85
30322497,30,30,28,28,27,27,85,85
30324051,30,30,28,28,27,27,85,85
30324225,30,30,28,28,27,27,85,85
30324273,0,30,0,28,0,27,0,85
30325586,30,30,28,28,27,27,85,85
30326749,15,30,2,29,2,27,19,86
30330519,30,30,28,28,27,27,85,85
30337531,30,30,29,29,11,27,70,86
30338113,30,30,28,28,27,27,85,85
30347034,30,30,28,28,27,27,85,85
30349066,30,30,23,29,28,28,81,87
30352010,0,30,0,29,1,28,1,87
30352862,30,30,28,28,27,27,85,85
30354304,30,30,28,28,27,27,85,85
30357870,0,30,29,29,0,0,29,59
30359944,30,30,29,29,25,28,84,87
30361847,30,30,29,29,12,28,71,87
30367011,30,30,28,28,27,27,85,85
30367591,7,30,7,29,7,27,21,86
30369751,30,30,28,28,27,27,85,85
30370565,30,30,28,28,27,27,85,85
30373102,30,30,28,28,27,27,85,85
30373480,30,30,28,28,27,27,85,85
30374290,30,30,28,28,27,27,85,85
30374563,30,30,28,28,27,27,85,85
30376416,30,30,28,28,27,27,85,85
30378211,30,30,28,28,27,27,85,85
30378982,26,30,24,29,23,28,73,87
30387064,30,30,28,28,8,27,66,85
30387132,30,30,29,29,17,27,76,86
30387196,21,30,0,29,26,27,47,86
30387218,30,30,29,29,28,28,87,87
30387263,30,30,29,29,27,27,86,86
30387425,30,30,29,29,27,27,86,86
30387445,30,30,29,29,27,27,86,86
30387495,26,30,29,29,27,27,82,86
30387553,30,30,29,29,27,27,86,86
30387648,30,30,29,29,16,27,75,86
30387820,30,30,29,29,27,27,86,86
30387838,30,30,29,29,27,27,86,86
30387856,30,30,28,28,27,27,85,85
30387885,30,30,29,29,17,27,76,86
30387916,30,30,29,29,27,27,86,86
30387983,30,30,29,29,26,27,85,86
30388011,22,30,28,28,27,27,77,85
30388079,30,30,29,29,28,28,87,87
30388225,30,30,28,29,4,27,62,86
30388313,30,30,29,29,26,27,85,86
30388449,30,30,29,29,16,27,75,86
30388528,30,30,29,29,27,27,86,86
30388552,17,30,29,29,27,27,73,86
30388587,9,30,17,29,27,27,53,86
30388750,30,30,29,29,27,27,86,86
30388999,30,30,29,29,27,27,86,86
30389066,15,30,29,29,25,27,69,86
30389147,30,30,19,29,27,27,76,86
30389192,30,30,29,29,28,28,87,87
30389262,30,30,29,29,0,0,59,59
30389280,30,30,28,29,28,28,86,87
30389441,30,30,29,29,27,27,86,86
30391955,30,30,28,28,27,27,85,85
30392649,30,30,29,29,27,27,86,86
30392780,30,30,29,29,27,27,86,86
30392806,28,30,29,29,27,27,84,86
30392834,30,30,28,28,27,27,85,85
30392874,30,30,28,28,27,27,85,85
30392909,30,30,29,29,27,27,86,86
30392930,30,30,29,29,23,27,82,86
30392986,30,30,29,29,27,27,86,86
30393018,30,30,29,29,27,27,86,86
30393171,30,30,29,29,28,28,87,87
30393194,30,30,29,29,26,27,85,86
30393286,27,30,24,29,27,27,78,86
30393322,30,30,29,29,28,28,87,87
30393377,30,30,29,29,27,27,86,86
30393414,30,30,29,29,27,27,86,86
30393427,30,30,28,28,27,27,85,85
30393497,30,30,29,29,27,27,86,86
30393555,29,30,29,29,26,27,84,86
30393583,30,30,29,29,15,27,74,86
30393638,12,30,29,29,27,27,68,86
30393689,30,30,29,29,27,27,86,86
30393759,29,30,27,29,26,27,82,86
30393798,30,30,28,28,27,27,85,85
30393882,30,30,29,29,28,28,87,87
30393896,30,30,22,29,27,27,79,86
30393998,30,30,29,29,27,27,86,86
30394053,30,30,29,29,27,27,86,86
30394071,29,30,29,29,27,27,85,86
30394133,30,30,29,29,27,27,86,86
30394203,28,30,29,29,27,27,84,86
30394274,30,30,17,28,27,27,74,85
30394340,30,30,29,29,26,27,85,86
30394380,26,30,27,29,15,27,68,86
30394403,30,30,29,29,28,28,87,87
30394467,29,30,29,29,27,27,85,86
30394494,30,30,29,29,27,27,86,86
30394541,30,30,29,29,27,27,86,86
30394622,30,30,29,29,27,27,86,86
30396953,30,30,29,29,28,28,87,87
30398373,30,30,28,28,27,27,85,85
30398938,20,30,19,29,25,27,64,86
30400465,2,30,1,28,2,27,5,85
30400542,8,30,5,29,28,28,41,87
30400945,30,30,28,28,27,27,85,85
30401429,30,30,28,28,27,27,85,85
30415541,30,30,29,29,17,28,76,87
30421561,30,30,29,29,18,27,77,86
30421730,30,30,28,28,27,27,85,85
30421742,30,30,28,28,27,27,85,85
30421981,30,30,29,29,1,27,60,86
30423106,5,31,2,29,9,28,16,88
30425416,28,30,0,29,19,28,47,87
30425770,0,31,0,29,0,28,0,88
30426001,30,30,28,28,27,27,85,85
30435549,30,30,29,29,0,0,59,59
30437094,30,30,28,28,27,27,85,85
30438251,30,30,28,28,27,27,85,85
30439073,3,30,3,29,2,27,8,86
30439398,30,30,28,28,27,27,85,85
30441377,0,30,28,28,27,27,55,85
30441489,30,30,4,29,1,27,35,86
30442257,30,30,28,28,27,27,85,85
30442333,31,31,4,29,27,28,62,88
30443030,30,30,28,28,27,27,85,85
30444003,30,30,28,28,27,27,85,85
30444773,30,30,28,28,27,27,85,85
30445410,30,30,28,28,27,27,85,85
30447204,3,30,19,29,2,27,24,86
30449111,0,30,0,29,0,28,0,87
30451593,30,30,28,28,27,27,85,85
30459160,30,30,28,28,27,27,85,85
30465706,30,30,19,29,28,28,77,87
30468550,30,30,28,28,27,27,85,85
30472685,30,30,28,28,27,27,85,85
30474972,2,30,1,28,2,28,5,86
30476455,0,30,1,29,1,28,2,87
30476876,30,30,28,28,27,27,85,85
30477526,30,30,29,29,27,27,86,86
30483899,30,30,28,28,27,27,85,85
30489218,30,30,28,28,27,27,85,85
30494093,30,30,29,29,1,27,60,86
30497529,30,30,28,28,27,27,85,85
30499109,0,30,0,29,0,27,0,86
30504780,30,30,28,28,27,27,85,85
30504880,0,30,0,29,0,28,0,87
30506672,30,30,28,28,27,27,85,85
30506799,30,30,28,28,27,27,85,85
30509757,30,30,28,28,27,27,85,85
30510228,30,30,29,29,0,27,59,86
30514043,4,30,1,29,0,0,5,59
30514166,30,30,28,28,27,27,85,85
30514401,30,30,28,28,27,27,85,85
30521015,30,30,28,28,27,27,85,85
30522970,30,30,28,28,27,27,85,85
30525544,30,30,28,28,27,27,85,85
30526468,30,30,28,28,27,27,85,85
30527403,30,30,28,28,27,27,85,85
30527994,11,31,5,29,10,28,26,88
30528541,30,30,28,28,27,27,85,85
30530044,0,30,0,28,0,28,0,86
30531163,30,30,28,28,27,27,85,85
30531246,30,30,24,29,12,28,66,87
30531695,30,30,28,28,27,27,85,85
30535905,30,30,28,28,27,27,85,85
30537221,30,30,28,28,27,27,85,85
30537849,30,30,26,29,27,28,83,87
30539229,30,30,28,28,27,27,85,85
30539307,27,30,28,28,0,27,55,85
30541504,30,30,28,28,27,27,85,85
30551807,30,30,28,28,27,27,85,85
30554810,30,30,28,28,27,27,85,85
30557569,30,30,28,28,27,27,85,85
30557920,16,30,27,29,2,28,45,87
30558219,30,30,28,28,27,27,85,85
30559544,30,30,28,28,27,27,85,85
30561958,30,30,28,28,27,27,85,85
30565063,30,30,28,28,27,27,85,85
30565107,0,30,0,28,0,27,0,85
30567064,30,30,28,28,27,27,85,85
30568497,30,30,29,29,25,27,84,86
30577273,30,30,29,29,0,0,59,59
30582797,30,30,28,28,27,27,85,85
30584948,30,30,28,28,27,27,85,85
30584992,30,30,29,29,28,28,87,87
30586563,30,30,28,28,27,27,85,85
30587740,5,31,3,29,1,28,9,88
30588700,30,30,28,28,27,27,85,85
30589636,30,30,28,28,27,27,85,85
30591478,30,30,27,28,8,28,65,86
30597460,30,30,28,28,27,27,85,85
30627356,22,30,6,29,20,28,48,87
30661174,30,30,28,28,27,27,85,85
30662063,23,30,29,29,24,28,76,87
30670056,30,30,28,28,27,27,85,85
30672441,30,30,28,28,27,27,85,85
30674463,30,30,28,28,27,27,85,85
30675435,0,30,0,29,0,27,0,86
30675713,30,30,28,28,27,27,85,85
30677434,12,30,15,29,10,28,37,87
30685870,30,30,28,28,27,27,85,85
30686973,26,30,29,29,4,27,59,86
30687132,30,30,28,28,27,27,85,85
30690149,30,30,28,28,27,27,85,85
30691909,30,30,28,28,27,27,85,85
30694693,30,30,28,28,27,27,85,85
30694973,4,30,29,29,0,0,33,59
30695780,30,30,28,28,27,27,85,85
30699302,7,30,7,29,7,28,21,87
30700892,29,30,27,28,27,27,83,85
30701853,30,30,28,28,27,27,85,85
30702161,30,30,29,29,28,28,87,87
30702384,30,30,29,29,28,28,87,87
30705353,12,30,12,29,3,28,27,87
30706240,30,30,28,28,27,27,85,85
30712222,30,30,28,28,27,27,85,85
30712682,30,30,28,28,27,27,85,85
30713613,30,30,28,28,27,27,85,85
30715104,30,30,28,28,27,27,85,85
30715688,8,30,29,29,0,0,37,59
30715819,30,30,28,28,27,27,85,85
30716621,30,30,28,28,27,27,85,85
30717086,30,31,2,29,28,28,60,88
30717527,13,30,27,29,0,28,40,87
30718403,19,31,29,29,28,28,76,88
30718736,30,30,28,28,27,27,85,85
30721128,30,30,29,29,0,0,59,59
30721883,30,30,27,29,26,28,83,87
30731674,30,30,28,28,22,22,80,80
30735480,30,30,28,28,27,27,85,85
30737182,30,30,28,28,27,27,85,85
30737643,30,30,28,28,27,27,85,85
30739988,30,30,28,28,27,27,85,85
30745402,30,30,28,28,27,27,85,85
30745429,30,30,28,28,27,27,85,85
30746536,30,30,28,28,27,27,85,85
30747260,30,30,28,28,27,27,85,85
30748302,30,30,28,28,27,27,85,85
30749685,30,30,28,28,27,27,85,85
30756898,15,30,29,29,0,0,44,59
30759388,30,30,28,28,27,27,85,85
30761885,30,30,28,28,27,27,85,85
30762826,30,30,28,28,27,27,85,85
30762861,1,30,24,29,28,28,53,87
30764476,5,30,0,29,0,27,5,86
30764990,30,30,28,28,24,28,82,86
30766643,13,30,29,29,27,27,69,86
30767659,30,30,21,29,26,27,77,86
30768008,30,30,28,28,27,27,85,85
30769129,1,30,21,29,21,28,43,87
30770830,30,30,28,28,27,27,85,85
30788330,30,30,29,29,0,27,59,86
30792215,30,30,28,28,27,27,85,85
30795672,2,30,2,29,2,28,6,87
30797115,30,30,28,28,27,27,85,85
30799727,30,30,28,28,27,27,85,85
30801068,30,30,29,29,0,0,59,59
30801197,30,30,28,28,27,27,85,85
30811789,30,30,3,29,0,28,33,87
30816092,30,30,28,28,27,27,85,85
30818914,30,30,28,28,27,27,85,85
30819919,30,30,28,28,27,27,85,85
30822664,30,30,28,28,27,27,85,85
30822815,25,30,29,29,11,28,65,87
30823647,30,30,28,28,27,27,85,85
30824853,3,30,19,29,25,28,47,87
30852793,30,30,28,28,27,27,85,85
30853694,30,30,28,28,27,27,85,85
30855904,30,30,28,28,27,27,85,85
30856384,30,30,28,28,27,27,85,85
30856398,30,30,29,29,28,28,87,87
30857971,30,30,28,28,27,27,85,85
30875053,30,30,1,29,0,27,31,86
30882631,30,30,28,28,27,27,85,85
30882745,30,30,28,28,27,27,85,85
30884570,30,30,28,28,27,27,85,85
30885792,30,30,28,28,27,27,85,85
30898965,30,30,28,28,27,27,85,85
30904692,30,30,28,28,27,27,85,85
30906210,30,30,28,28,27,27,85,85
30908416,30,30,28,28,27,27,85,85
30909287,30,30,28,28,27,27,85,85
30911300,30,30,28,28,27,27,85,85
30912539,30,30,28,28,27,27,85,85
30912652,30,30,28,28,27,27,85,85
30913799,30,30,28,28,27,27,85,85
30915351,30,30,28,28,0,0,58,58
30927844,30,30,28,28,27,27,85,85
30929724,30,30,28,28,27,27,85,85
30932198,30,30,28,28,27,27,85,85
30932236,26,30,15,28,27,28,68,86
30935679,30,30,28,28,27,27,85,85
30937756,15,30,13,29,0,0,28,59
30938219,30,30,28,28,27,27,85,85
30938582,30,30,28,28,27,27,85,85
30938864,30,30,29,29,1,28,60,87
30940484,30,30,28,28,27,27,85,85
30940831,30,30,28,28,27,27,85,85
30950513,0,30,0,29,17,27,17,86
30952275,30,30,28,28,27,27,85,85
30953535,30,30,28,28,27,27,85,85
30954420,30,30,28,28,27,27,85,85
30954828,30,30,28,28,27,27,85,85
30955422,30,30,28,28,27,27,85,85
30956743,30,30,28,28,27,27,85,85
30958980,30,30,28,28,27,27,85,85
30979146,30,30,28,28,27,27,85,85
30980172,30,30,28,28,27,27,85,85
30980752,30,30,28,28,27,27,85,85
30981245,30,30,28,28,27,27,85,85
30981877,30,30,27,29,27,27,84,86
31000783,30,30,0,29,11,28,41,87
31001555,0,30,0,28,6,27,6,85
31001961,30,30,13,29,27,27,70,86
31002413,30,30,28,28,27,27,85,85
31002659,30,30,29,29,27,27,86,86
31019621,5,30,10,29,17,27,32,86
31023111,4,30,29,29,11,28,44,87
31036861,30,30,28,28,27,27,85,85
31038331,30,30,29,29,27,27,86,86
31038347,27,30,29,29,27,27,83,86
31038390,30,30,28,28,27,27,85,85
31039770,30,30,28,28,27,27,85,85
31040919,30,30,28,28,27,27,85,85
31042032,30,30,28,28,27,27,85,85
31042303,30,30,28,28,27,27,85,85
31042971,30,30,28,28,27,27,85,85
31043762,30,30,28,28,27,27,85,85
31044749,30,30,28,28,27,27,85,85
31052694,0,30,0,28,0,27,0,85
31053180,0,30,0,29,0,27,0,86
31053208,30,30,28,28,27,27,85,85
31053535,30,30,28,28,27,27,85,85
31054566,30,30,28,28,27,27,85,85
31057348,0,30,0,29,0,27,0,86
31057368,30,30,28,28,27,27,85,85
31057603,30,30,28,28,27,27,85,85
31058888,30,30,28,28,27,27,85,85
31059670,28,30,14,29,23,27,65,86
31060046,30,30,28,28,27,27,85,85
31070935,30,30,28,28,27,27,85,85
31074354,9,30,10,29,25,28,44,87
31082686,30,30,29,29,11,27,70,86
31084737,30,30,28,28,27,27,85,85
31085028,28,30,29,29,13,27,70,86
31085213,0,30,0,29,0,27,0,86
31085554,30,30,0,0,0,0,30,30
31085679,30,30,29,29,27,27,86,86
31087285,30,30,28,28,27,27,85,85
31094549,30,30,28,28,27,27,85,85
31095373,1,31,0,29,1,28,2,88
31097104,30,30,28,28,27,27,85,85
31099129,30,30,28,28,27,27,85,85
31101814,30,30,28,28,12,28,70,86
31106666,1,30,27,29,0,27,28,86
31106961,30,30,28,28,27,27,85,85
31119799,0,31,0,29,0,28,0,88
31120812,30,30,28,28,27,27,85,85
31120894,30,30,28,28,27,27,85,85
31121209,31,31,29,29,28,28,88,88
31121555,30,30,28,28,27,27,85,85
31122836,30,30,28,28,27,27,85,85
31123021,30,30,28,28,27,27,85,85
31124462,30,30,28,28,27,27,85,85
31127267,30,30,28,28,27,27,85,85
31127402,30,30,28,28,27,27,85,85
31127529,0,30,29,29,27,27,56,86
31127742,0,30,0,29,0,27,0,86
31128175,30,30,28,28,27,27,85,85
31135051,30,30,28,28,27,27,85,85
31136603,30,30,29,29,27,27,86,86
31143377,30,30,28,28,27,27,85,85
31146186,30,30,21,29,2,28,53,87
31148287,30,30,28,28,27,27,85,85
31150305,24,30,29,29,27,27,80,86
31153044,30,30,28,28,27,27,85,85
31163666,30,30,29,29,27,27,86,86
31164039,1,30,29,29,28,28,58,87
31165085,30,30,28,28,28,28,86,86
31166982,30,30,28,28,27,27,85,85
31172569,30,30,28,28,27,27,85,85
31172584,30,30,28,28,27,27,85,85
31174610,27,30,24,29,26,28,77,87
31176662,30,30,28,28,27,27,85,85
31177983,30,30,28,28,27,27,85,85
31178588,30,30,28,28,27,27,85,85
31188063,30,30,28,28,27,27,85,85
31188378,0,30,0,29,0,27,0,86
31194309,30,30,28,28,27,27,85,85
31201815,30,30,14,29,0,28,44,87
31208865,30,30,28,28,27,27,85,85
31209182,30,30,28,28,27,27,85,85
31211176,30,30,29,29,27,27,86,86
31211375,30,30,28,28,27,27,85,85
31211385,30,30,28,28,27,27,85,85
31212456,31,31,29,29,12,28,72,88
31212571,30,30,29,29,14,27,73,86
31214157,30,30,28,28,27,27,85,85
31218310,0,31,0,29,4,28,4,88
31220573,30,30,28,28,27,27,85,85
31220645,30,30,28,28,27,27,85,85
31221559,31,31,29,29,28,28,88,88
31223352,30,30,4,29,13,28,47,87
31224224,1,30,1,29,1,28,3,87
31231904,30,30,0,29,0,27,30,86
31234360,30,30,28,28,27,27,85,85
31236046,30,30,29,29,28,28,87,87
31237124,30,30,28,28,27,27,85,85
31237303,31,31,3,29,0,28,34,88
31238549,30,30,28,28,27,27,85,85
31247718,30,30,28,28,27,27,85,85
31255156,30,30,28,28,27,27,85,85
31255471,30,30,7,29,22,28,59,87
31262486,30,30,28,28,27,27,85,85
31269703,30,30,28,28,27,27,85,85
31269983,30,30,29,29,0,0,59,59
31277426,31,31,28,28,27,27,86,86
31286946,30,30,28,28,27,27,85,85
31290477,0,30,0,29,0,28,0,87
31290728,30,30,28,28,27,27,85,85
31291730,0,30,0,29,0,27,0,86
31292343,30,30,28,28,27,27,85,85
31292757,0,30,0,29,0,27,0,86
31293545,29,30,29,29,16,28,74,87
31294395,30,30,28,28,27,27,85,85
31301754,21,30,16,29,20,28,57,87
31304303,30,30,28,28,27,27,85,85
31304312,30,30,28,28,27,27,85,85
31305551,30,30,28,28,27,27,85,85
31311422,29,30,12,29,27,27,68,86
31313105,24,31,11,29,21,28,56,88
31313806,8,30,29,29,28,28,65,87
31313987,30,30,28,28,27,27,85,85
31315168,30,30,28,28,27,27,85,85
31315936,30,30,28,28,27,27,85,85
31317744,8,30,0,29,5,28,13,87
31319380,30,30,28,28,27,27,85,85
31322232,30,30,29,29,16,28,75,87
31332746,30,30,28,28,27,27,85,85
31333074,27,30,19,29,22,27,68,86
31336375,30,30,28,28,27,27,85,85
31339496,30,30,13,29,1,28,44,87
31339600,30,30,28,28,27,27,85,85
31340539,30,30,28,28,27,27,85,85
31340666,7,30,21,29,24,27,52,86
31358401,30,30,28,28,27,27,85,85
31358547,30,30,28,28,27,27,85,85
31359053,30,30,28,28,27,27,85,85
31362276,30,30,28,28,27,27,85,85
31379967,30,30,28,28,27,27,85,85
31382465,27,31,15,29,22,28,64,88
31383493,30,30,28,28,27,27,85,85
31390350,30,30,28,28,27,27,85,85
31409073,30,30,28,28,27,27,85,85
31414558,30,30,28,28,27,27,85,85
31414856,30,30,28,28,27,27,85,85
31420503,30,30,28,28,27,27,85,85
31434819,4,30,28,28,27,27,59,85
31435773,29,30,25,29,25,27,79,86
31445273,0,30,0,29,0,28,0,87
31457396,30,30,29,29,23,27,82,86
31458142,30,30,28,28,27,27,85,85
31458781,19,30,29,29,14,28,62,87
31459245,30,30,28,28,27,27,85,85
31459394,0,30,25,29,0,27,25,86
31466176,22,30,28,29,20,27,70,86
31467888,30,30,29,29,2,28,61,87
31470227,30,30,28,28,27,27,85,85
31473340,13,30,14,29,28,28,55,87
31474126,30,30,28,28,27,27,85,85
31474431,24,30,26,29,21,28,71,87
31474638,25,30,24,29,28,28,77,87
31490659,30,30,28,28,27,27,85,85
31493229,30,30,28,28,27,27,85,85
31494679,30,30,28,28,27,27,85,85
31507738,30,30,28,28,27,27,85,85
31513692,29,30,24,29,26,28,79,87
31514475,30,30,1,29,28,28,59,87
31518329,30,30,28,28,27,27,85,85
31530711,30,30,0,0,0,0,30,30
31533518,6,30,7,29,7,27,20,86
31534487,30,30,28,28,27,27,85,85
31537701,0,30,0,28,0,27,0,85
31539511,14,31,0,29,28,28,42,88
31540573,30,30,28,28,27,27,85,85
31542692,30,30,28,28,27,27,85,85
31543246,30,30,29,29,27,27,86,86
31543550,30,30,28,28,27,27,85,85
31549470,30,30,29,29,27,27,86,86
31556307,30,30,29,29,0,0,59,59
31557451,30,30,28,28,27,27,85,85
31560410,30,30,28,28,27,27,85,85
