name,mse_mean,mse_std,mae_mean,r2_mean,seconds
RandomForest,308.60485629662793,4.521503446583036,10.52713192156611,0.5101369556166954,29.039257764816284
LinearRegression,367.2666738783274,3.5149245107134592,12.522059978763878,0.4169790766131832,2.7585110664367676
GradientBoosting,447.7453834934477,0.0,11.202729526270401,0.28935768598777933,0.0
XGBoost,300.199601062091,3.0337805505117634,10.230371331819718,0.523536317385126,40.63262891769409
