n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,mse_mean,mse_std,avg_best_iter,seconds
3000,0.02620470320446255,8,3,0.8043030193545433,0.6801935465907655,0.3137156715212792,0.015794737336189878,3.2440807839096513,295.79568663879394,1.1486390078286421,363,50.07542300224304
3000,0.020136494661350902,8,8,0.6615230557449094,0.8176832516263175,0.06165367023660839,0.001876485755509852,2.001704288030899,296.0162532096507,1.6597193784783069,433,64.46119618415833
3000,0.02263489440579084,8,10,0.7065364856872871,0.8976840482210839,0.33224145327560606,0.13177680631734395,1.9994712789382143,296.9393788379913,2.8245910431061496,353,66.12077498435974
3000,0.02347077286863161,8,6,0.9006542000120155,0.8759809579592641,0.26210911600483405,0.06717703127099452,0.6052378594629261,297.92679905300014,2.0297891892763986,342,58.45336318016052
3000,0.02596736169810916,7,4,0.6767416200791181,0.8024162191407204,0.02822047659830176,0.001396343445265428,2.0557585840568446,298.5493017675081,3.706368144203496,369,58.92149305343628
3000,0.04870494403659193,7,9,0.8782429679784058,0.9181921853074805,0.35179775401786123,0.0017479297838533647,2.463159498747043,298.6148929648054,1.3206041079089395,248,37.28131413459778
3000,0.033075900754711805,6,9,0.7792881922745244,0.9160039587148903,0.18073954164206338,0.03695707369415617,0.5121934701791213,298.6769999759226,3.397400593721825,345,36.63714003562927
3000,0.02465862898895499,6,11,0.8432397696383497,0.8306221206630429,0.35094627882691426,0.04932459570183286,1.3437678621146807,298.7141669919841,3.3379775151604054,496,58.181679010391235
3000,0.02490597042071368,7,7,0.7566953396250028,0.9413242467327153,0.027668500267878662,0.0013163998899133318,0.6845266398076238,298.8866689445647,2.856835255016885,400,64.97596979141235
3000,0.036843837462282876,6,9,0.8468314933433762,0.6610883413262321,0.38113504236265267,0.0016377876033730411,2.7452395328852233,298.9617759247541,3.926289491375343,394,36.78903675079346
3000,0.04134319039558687,8,6,0.7670720980948592,0.8648117817422605,0.20715987488810816,0.11751690082709115,1.388299880368386,299.11548194892936,2.640845890162934,203,48.42678380012512
3000,0.032327456124617925,6,2,0.8515620501298381,0.7120833486817499,0.33816413917332483,0.07964263187736638,1.1543031103560284,299.12262409657285,2.5623353530494395,414,223.31801795959473
3000,0.022102439178949367,6,9,0.6516866313895096,0.6612010887277748,0.18538697457422978,0.24535889756242465,0.6848977469116678,299.3066178656553,2.5284104006668837,466,54.98538112640381
3000,0.03145148690751696,6,2,0.9022854720582492,0.9330986482494541,0.24034942685674113,0.013263994249898721,2.865838057128548,299.4040234864558,3.0175908716875144,457,46.89708113670349
3000,0.034893864714420145,6,3,0.9106207556512605,0.7214026991009354,0.02653856583043055,0.2135997741033374,0.5383240996659145,299.55723660635834,3.173707927344487,337,31.70524001121521
3000,0.056863984670010345,8,2,0.8030191061128631,0.9077304846020464,0.2566379613760613,0.047552969715316036,2.1411891808926704,299.9073351204662,2.3184753615718634,161,47.093273878097534
3000,0.04050244139642783,5,5,0.8682569525938093,0.8738080774572239,0.34386495165739017,0.022067950432565226,3.5461096859916106,299.92365935857595,1.8222600016935762,526,40.04045391082764
3000,0.04475995501546291,8,3,0.8690401784981019,0.758663712467311,0.3155396343698329,0.39366191494964536,1.105019740483429,299.980404319626,2.4960795212886415,180,44.93133616447449
3000,0.03815518527357604,7,4,0.73047196817769,0.9416788320515002,0.21547521681847692,0.05366463809221978,0.6540200481090945,300.00403224899503,4.674434293805364,232,37.63252782821655
3000,0.03760551718661947,5,4,0.79860519481126,0.7097179450375811,0.3668104464129438,0.022167744175694264,3.154264724665797,300.43572537432806,4.110003753086917,456,36.10970711708069
3000,0.038621134237737526,6,8,0.7403598696270494,0.6816001409463506,0.2907713076751689,0.011765245767410774,2.434026772760004,300.47830178762024,2.3483153655087015,309,42.27680206298828
3000,0.035149642783595746,6,7,0.6544949791672865,0.9143654506733611,0.3956085629035331,0.11920918382370008,1.7094195234885865,300.5050883377003,2.857345047214708,341,28.901760816574097
3000,0.04966822135358083,7,11,0.7975368241036714,0.7198551272038359,0.17866394202654964,0.03182933338070978,0.9806018345554569,300.663910552336,2.6564996457614063,163,33.39444899559021
3000,0.0527416787759698,7,3,0.6543994340818385,0.7194976912367158,0.35574995153824485,0.26140164085017564,0.5854853838301888,300.82165445922425,1.549767004505154,148,27.225528955459595
3000,0.07161801131076354,7,2,0.8310825730538589,0.9037023902194363,0.03679650958355429,0.2933696778836163,2.4506152496370253,300.9381908134279,1.8274449500874619,179,30.978407859802246
3000,0.06424812289751368,7,11,0.7762053531969354,0.9243959238831826,0.30680674207901115,0.008417697033387638,1.8525105722773996,301.00672426813776,2.0894485675707637,114,22.185035943984985
3000,0.022105227624109613,5,3,0.7059163093432058,0.8653963285118299,0.03165244875054851,0.04624702311079902,0.5414344274091409,301.10069970359797,3.3683440027264027,653,69.37822699546814
3000,0.04535585859843567,6,1,0.8164713960362279,0.6915574675710139,0.10071927221677464,0.0023733939035267392,0.6744045162727699,301.2509713961687,3.4555085662600025,239,31.243443965911865
3000,0.05289042934367144,7,3,0.6625228316440287,0.86319647014523,0.005965170693963984,0.00114185288347653,2.1827004762469095,301.30182902624244,2.1058493152290723,200,185.358491897583
3000,0.027829967198699596,5,9,0.7258168278599848,0.810583707598139,0.3315041659945882,0.19175845057678034,0.5528237027077315,301.35541440135864,4.812584893635986,533,508.5711181163788
3000,0.04892433207492253,5,2,0.9337260076376227,0.8076362050224303,0.14840879474125654,0.01804217385690799,4.620670682963993,301.7909830472207,4.432852962670071,291,26.815108060836792
3000,0.07881292067533421,8,5,0.8825258430666288,0.7133936341085797,0.17529229327959306,0.0037094759006015493,3.2643510344151667,302.0080517975581,1.7366765417280003,104,19.139312028884888
3000,0.05057063858776516,6,1,0.7401665466642,0.9194786866889202,0.25998830127001077,0.01933647727437283,1.0021303680009332,302.5021729697357,4.119858458877101,198,27.1440851688385
3000,0.027391884879607677,5,4,0.9004830906724881,0.8863870590604755,0.34242550153936296,0.16455657265190363,2.3868113186821103,302.511908412347,4.428279965454429,457,36.9369797706604
3000,0.05878297454230528,5,9,0.9461592087182282,0.7364560583065848,0.3763137395377172,0.01205493065123838,0.5234030281954983,302.9203335128044,2.4663299119503974,210,27.935184717178345
3000,0.09368293613134283,6,6,0.8004183042442238,0.7165638327793963,0.20259673899988462,0.005854085661677373,0.8427508800074994,302.9757943253246,2.5532057961142396,133,25.49686884880066
3000,0.07189291517691075,5,1,0.8633226054663906,0.9244947504448074,0.10646909642298685,0.004166299236454093,1.623063312423471,303.23088922520174,3.7632248722487955,212,22.39233684539795
3000,0.06763144661178003,8,8,0.7669728969867645,0.8817208107075487,0.18211275492666848,0.12179706071383022,0.7059059656021561,303.2747025324779,2.9325715456838193,128,26.822127103805542
3000,0.0746446201002737,6,8,0.7069651180810548,0.8716436820691302,0.2557334245258708,0.0029330146379038732,0.6774761723891993,303.75442626333444,4.372193129331431,149,20.92434787750244
3000,0.030423795001632538,4,7,0.8441542264716236,0.8101707347206083,0.3329235697483455,0.1253800346020749,1.0200776365964577,303.97472204314244,3.296740273916752,688,39.4149169921875
3000,0.03333891896285743,4,10,0.726747414095782,0.8113402037488945,0.22562333467041837,0.09660264812087659,4.378092760140173,303.98748025089355,3.528947242953118,650,51.9345269203186
3000,0.07804930388149442,5,5,0.7040847612783572,0.7900862180778688,0.13866398822412007,0.011725130973592962,2.0028122237139816,304.47470059829107,5.463838682438714,195,30.123844861984253
3000,0.03832184299254413,4,10,0.9437802274368989,0.8171677333726337,0.12684725480839082,0.041627523165984816,3.6511986098134503,304.54932572631924,4.524015066585604,617,46.37236571311951
3000,0.035550671125640074,4,5,0.822801098702586,0.8741275676851908,0.0738429405269864,0.037829717961596294,1.712940781072191,304.8111664960687,3.513041570496482,520,39.25632190704346
3000,0.06253544987438311,4,4,0.9185070556815932,0.7722864475760709,0.012910020441001535,0.005697457436608392,1.2118361450329376,304.828183822704,3.749771186050282,387,25.962440967559814
3000,0.052806387363911744,5,6,0.6589042415533957,0.694093714761631,0.32731939238206686,0.06566299012147296,3.3978126428645705,304.9029491059828,5.491605095204121,222,29.306737899780273
3000,0.08611564274063817,5,8,0.7299447665608744,0.801733794695219,0.13127940260363974,0.07103358198204242,2.6334379969100357,305.47201721219324,2.5056454720871,161,15.081430196762085
3000,0.03510336986105014,4,11,0.7408276450859508,0.7327545236841735,0.052286970383055215,0.06394350266378936,0.5514197150974073,305.508031618249,2.7341843364812695,501,27.37200903892517
3000,0.09300080709754921,6,2,0.8336110051272354,0.775574271275966,0.17718999359732646,0.05995085804105998,0.6562829581330426,305.6207665763619,3.680894751785351,141,34.20325469970703
3000,0.09260955347578374,4,11,0.9288567102019498,0.7090185792306264,0.030106205296650715,0.0036333398274832397,0.5131590291868721,305.66434163484814,3.7217031308115947,236,17.33839201927185
3000,0.09496083753831534,7,7,0.8375852102289181,0.8952257883522176,0.3704417818553404,0.04361227673839014,0.5694286440446178,305.72106287132,4.076232532806092,83,24.271255016326904
3000,0.06610753169207101,4,7,0.8430287687904418,0.6828410359951321,0.3803446621619499,0.016365331444369243,0.5579715018147933,305.9771131181444,2.595399124421292,286,29.672271013259888
3000,0.061225329876651795,4,6,0.7675764856478876,0.8316312438225709,0.0041668500515462895,0.006984419325933514,3.3959865594564067,305.9980506559673,3.234829102245022,391,35.70903921127319
3000,0.0924709975151796,6,3,0.652140678773037,0.9086143674292804,0.21537356272811908,0.007723164411238496,0.8451335072080348,306.14307720295085,0.8177739336377285,109,24.43319296836853
3000,0.07633616302567829,8,3,0.6691585748964732,0.7630487707093403,0.1717939664736033,0.01002186515360429,1.2509612126197358,306.31387453946854,1.1580624380964304,80,27.023701667785645
3000,0.09239208252967389,7,1,0.7063374004349582,0.9122490560208443,0.32060489101164413,0.004383010980654522,2.5876385112347866,306.428888449268,3.090958688781968,110,29.697270154953003
3000,0.07280215884568783,4,8,0.7473464997339726,0.8742702894330809,0.29618817509242634,0.1542146963657338,0.9538392276913957,306.5067794200579,2.163690499958953,233,16.419816970825195
3000,0.09338086190437421,6,7,0.6964108107601275,0.6560052760721798,0.21234801513841864,0.0017741795022885606,2.2077537741676325,306.93771886851926,1.563347317536392,139,21.129569053649902
3000,0.07127578702618848,4,9,0.7864104887808275,0.6768111920074997,0.16328916775861005,0.11293794014340479,0.6655523794197137,307.1474122111566,2.4621929512610072,262,20.116740942001343
