name,mse_mean,mse_std,mae_mean,r2_mean,seconds
RandomForest,193.5384507515235,6.60039590718629,8.538618092496995,0.7494003821441437,554.8278238773346
LinearRegression,207.61131263124216,5.670924002602143,9.222139586564715,0.7312175323587168,8.4879629611969
MLP,217.61663811919115,0.0,8.02898715517137,0.718382786684347,0.0
