id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,price_quote_raw,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7097,https://www.airbnb.com/rooms/7097,20260316030535,2026-03-16,city scrape,"Perfect for Your Parents, With Garden & Patio","Parents/grandparents coming to town or are you just here for work or play? You'll love this Victorian home. You will enjoy your own spacious bedroom and bathroom, with all the privacy you need. Garden access. Central air conditioning.  Hi-def 48-inch smart TV. High-speed internet. King-size bed. (Also a sofa bed if you don't want to share.) <br /><br />We try to greet you upon check-in.<br /><br />NYC short-term rental. registration #: OSE-STRREG-0000008.",,https://a0.muscache.com/pictures/aaac19fc-4b4d-475e-8ae5-cd7da106341a.jpg,17571,https://www.airbnb.com/users/show/17571,1.462506848265336e+18,https://www.airbnb.com/users/profile/1462506848265336113,Jane,,16.0,9.0,15.0,2.0,"New York, NY","I appreciate visitors and know New York well, having lived here 40 years (Chicago native). Recently retired editor at a major metropolitan newspaper, and a journalism professor at a top Ivy. 
My favorite NY pastimes are theater and museums.",,,,t,,https://a0.muscache.com/im/pictures/user/18480ece-b17f-4706-98e4-695d7d710115.jpg?aki_policy=profile_x_medium,,2.0,,,t,t,,Fort Greene,Brooklyn,40.69194,-73.97389,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,2.0,"[""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Books and reading material"", ""Hangers"", ""Shared backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Shower gel"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""Lockbox"", ""Central air conditioning"", ""48 inch HDTV with Roku, standard cable"", ""First aid kit"", ""Coffee"", ""Freezer"", ""Cleaning products"", ""Paid parking garage off premises"", ""Fire extinguisher"", ""Garden view"", ""Dove Body Wash body soap"", ""Essentials"", ""Free washer \u2013 In building"", ""Toaster"", ""Carbon monoxide alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Long term stays allowed"", ""Self check-in"", ""Ceiling fan"", ""Outdoor dining area"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Outdoor furniture"", ""Free street parking"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Private patio or balcony"", ""Mini fridge"", ""Private entrance""]",,,,,,,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,16,2026-03-16,423,23,0,0,28,255,,2010-01-16,2025-09-23,4.89,4.91,4.89,4.97,4.93,4.95,4.82,,,2,0,2,0,2.15
7801,https://www.airbnb.com/rooms/7801,20260316030535,2026-03-16,city scrape,Sunny Williamsburg Loft with Private Cedar Sauna,"A huge loft in a repurposed factory building in the center of Williamsburg with beautiful sunlight, custom private cedar sauna, multiple plush living rooms, a king bed, work desk with ergonomic desk chair, home theater projector setup, fully stocked chefs kitchen with dishwasher, and bathroom with tub and shower. <br /><br />Perfectly located just two blocks walk from the Williamsburg waterfront, McCarran Park, and the Bedford L train stop, and surrounded by incredible restaurants, shopping and nightlife!",,https://a0.muscache.com/pictures/hosting/Hosting-7801/original/61d010de-99ab-456f-ba88-e313202cf409.jpeg,21207,https://www.airbnb.com/users/show/21207,1.4625069513107448e+18,https://www.airbnb.com/users/profile/1462506951310744838,Chaya,,16.0,9.0,15.0,2.0,"New York, NY","We're a couple who love to travel and explore. 

When we're home, we love to cook and entertain, and our Brooklyn loft and Hudson Valley farmhouse  reflect that open and welcoming vibe.

Hopefully, our travel dates will coincide, and you can enjoy one of our homes while we're away!",,,,t,,https://a0.muscache.com/im/pictures/user/d0391f8b-e686-4559-9f4a-d795d922540f.jpg?aki_policy=profile_x_medium,,3.0,,,t,t,,Williamsburg,Brooklyn,40.71880722045898,-73.9561767578125,Entire place,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Clothing storage: wardrobe"", ""Fast wifi \u2013 331 Mbps"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Books and reading material"", ""Blender"", ""Hangers"", ""Shared backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Whirlpool stainless steel gas stove"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Coffee"", ""Freezer"", ""Cleaning products"", ""Paid parking garage off premises"", ""Fire extinguisher"", ""Apple tv and Bose speakers sound system with Bluetooth and aux"", ""Essentials"", ""Toaster"", ""Dining table"", ""Carbon monoxide alarm"", ""Stainless steel single oven"", ""Iron"", ""Shampoo"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Heating"", ""Long term stays allowed"", ""Bathtub"", ""Window AC unit"", ""Cleaning available during stay"", ""Private sauna"", ""Ethernet connection"", ""Ceiling fan"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Conditioner"", ""Kitchen"", ""Coffee maker"", ""Baking sheet"", ""Cooking basics"", ""Free street parking"", ""156 inch HDTV with Amazon Prime Video, Apple TV, HBO Max, Netflix"", ""Drying rack for clothing"", ""Dishwasher"", ""Record player"", ""Free dryer \u2013 In unit"", ""Board games""]",$482.13,2026-06-01,2026-07-01,14464.0,482.13,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""14464"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""482.1333333333333333333333333"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""14463.26"", ""raw_price_line_items"": [{""amount"": ""14463.26"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$14,463.26""}, {""amount"": ""14463.26"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$14,463.26""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-01"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,,t,0,0,13,210,2026-03-16,12,0,0,153,0,0,0.0,2009-08-09,2024-07-31,4.91,4.78,4.67,4.89,4.78,5.0,4.89,,,1,1,0,0,0.06
8490,https://www.airbnb.com/rooms/8490,20260316030535,2026-03-16,city scrape,"Maison des Sirenes1,bohemian, luminous apartment","Soak up the modern and vintage charm<br />of this beautiful 100 years old Brownstone . Eclectic accents include unique pieces from abroad , original artwork, and a comfy outdoor lounge area.",,https://a0.muscache.com/pictures/1d0d9773-c829-4031-8a57-96e321905a1c.jpg,25183,https://www.airbnb.com/users/show/25183,1.4625070102070057e+18,https://www.airbnb.com/users/profile/1462507010207005813,Nathalie,,16.0,8.0,15.0,2.0,"New York, NY","I am French and have been living in Ny for 10 years: fell in love, stayed, stayed and stayed some more. I am well travelled and speak 3 languages (french, english, spanish). I have a brownstone and I have been renting my 3rd floor for more than year and people truly love it and leave enchanted. Come and see for yourself!!!",,,,f,,https://a0.muscache.com/im/users/25183/profile_pic/1390080106/original.jpg?aki_policy=profile_x_medium,,2.0,,,t,t,,Bedford-Stuyvesant,Brooklyn,40.68455584344908,-73.93963415175676,Entire loft,Entire home/apt,5,1.0,1 bath,1.0,4.0,"[""BBQ grill"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Books and reading material"", ""Hangers"", ""HDTV with standard cable"", ""Shower gel"", ""Refrigerator"", ""Lockbox"", ""First aid kit"", ""Clothing storage: closet"", ""Cleaning products"", ""Freezer"", ""Stainless steel gas stove"", ""Essentials"", ""Toaster"", ""Dining table"", ""Carbon monoxide alarm"", ""Iron"", ""Shampoo"", ""Private backyard \u2013 Fully fenced"", ""Wifi"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Heating"", ""Long term stays allowed"", ""Bathtub"", ""Window AC unit"", ""Self check-in"", ""Laundromat nearby"", ""Ceiling fan"", ""Outdoor dining area"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Barbecue utensils"", ""Kitchen"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Baking sheet"", ""Oven"", ""Cooking basics"", ""Outdoor furniture"", ""Free street parking"", ""Luggage dropoff allowed"", ""Rice maker"", ""Drying rack for clothing"", ""Private patio or balcony"", ""Board games"", ""Private entrance""]",$193.03,2026-11-02,2026-12-02,5791.0,193.03,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""5791"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""193.0333333333333333333333333"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""5790.84"", ""raw_price_line_items"": [{""amount"": ""5790.84"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$5,790.84""}, {""amount"": ""5790.84"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$5,790.84""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-11-02"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-12-02""}}",30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,9,19,26,211,2026-03-16,189,0,0,137,0,0,0.0,2009-08-25,2023-10-16,4.77,4.83,4.74,4.88,4.88,4.67,4.76,,,2,2,0,0,0.94
9357,https://www.airbnb.com/rooms/9357,20260316030535,2026-03-16,city scrape,Midtown Pied-a-terre,"PLEASE DO NOT REQUEST TO BOOK UNTIL WE HAVE MESSAGED EACH OTHER! This ensures we are a good match, and that my place is the right one for you. Thank you.<br /><br />Cozy & comfy studio on a quiet, tree-lined street, right in the heart of New York City!  Close to many subways with elevator & doorman.",,https://a0.muscache.com/pictures/90036/4e606654_original.jpg,30193,https://www.airbnb.com/users/show/30193,1.4625071257510277e+18,https://www.airbnb.com/users/profile/1462507125751027693,Tommi,,16.0,7.0,15.0,2.0,"New York, NY","I am a spirit-minded alternative health practitioner. This is my home that I let out when I am away, which I plan on being much of this next year.  If you want to feel like a real New Yorker, this is a great space for that, right in the middle of everything!",,,,f,,https://a0.muscache.com/im/pictures/user/User/original/2e348640-4a79-4280-896f-85f6d4e5d8db.jpeg?aki_policy=profile_x_medium,,1.0,,,t,t,,Hell's Kitchen,Manhattan,40.76724,-73.98664,Entire rental unit,Entire home/apt,2,1.0,1 bath,,1.0,"[""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Coffee"", ""Freezer"", ""Cleaning products"", ""Paid parking garage off premises"", ""Fire extinguisher"", ""Clothing storage"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Carbon monoxide alarm"", ""Iron"", ""Shampoo"", ""Host greets you"", ""Wifi"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Long term stays allowed"", ""Gas stove"", ""Bathtub"", ""Window AC unit"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Ethernet connection"", ""Ceiling fan"", ""Single oven"", ""Bed linens"", ""Dishes and silverware"", ""Kitchen"", ""Radiant heating"", ""Baking sheet"", ""Cooking basics"", ""Pets allowed"", ""Free street parking"", ""Luggage dropoff allowed"", ""Coffee maker: french press"", ""Elevator""]",$104.35,2026-06-25,2026-07-25,3130.48,104.35,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""3130.48"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""2520.00"", ""price_per_night"": ""104.3493333333333333333333333"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""3130.48"", ""raw_price_line_items"": [{""amount"": ""5650.48"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$5,650.48""}, {""amount"": ""-2520.00"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$2,520.00""}, {""amount"": ""3130.48"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$3,130.48""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-25"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-25""}}",30.0,120.0,30.0,30.0,120.0,120.0,30.0,120.0,,t,0,0,0,86,2026-03-16,58,0,0,86,0,0,0.0,2009-10-04,2017-08-13,4.52,4.68,4.16,4.97,5.0,4.95,4.58,,,1,1,0,0,0.29
10452,https://www.airbnb.com/rooms/10452,20260316030535,2026-03-16,city scrape,Radiant Oasis  B&B Style room,Great location.,,https://a0.muscache.com/pictures/9d79499f-7319-4086-8359-4df7cfb2e9ac.jpg,35935,https://www.airbnb.com/users/show/35935,1.4625072838869527e+18,https://www.airbnb.com/users/profile/1462507283886952600,Angela,,16.0,6.0,15.0,2.0,"New York, NY",Loves to travel and host.,,,,t,,https://a0.muscache.com/im/users/35935/profile_pic/1327950655/original.jpg?aki_policy=profile_x_medium,,6.0,,,t,t,,Bedford-Stuyvesant,Brooklyn,40.68294,-73.95682,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Hot water kettle"", ""Hot water"", ""Blender"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""Coffee"", ""Freezer"", ""Cleaning products"", ""Essentials"", ""Stove"", ""Toaster"", ""Dining table"", ""Carbon monoxide alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""TV with Roku"", ""Room-darkening shades"", ""Hair dryer"", ""Heating"", ""Paid washer"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Free parking on premises"", ""Laundromat nearby"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Kitchen"", ""Coffee maker"", ""Baking sheet"", ""Paid dryer"", ""Oven"", ""Cooking basics"", ""Free street parking"", ""Drying rack for clothing""]",$60.84,2026-06-30,2026-07-30,1825.19,60.84,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""1825.19"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""2100.00"", ""price_per_night"": ""60.83966666666666666666666667"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""1825.19"", ""raw_price_line_items"": [{""amount"": ""3925.19"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$3,925.19""}, {""amount"": ""-2100.00"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$2,100.00""}, {""amount"": ""1825.19"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,825.19""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-30"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-30""}}",30.0,730.0,30.0,30.0,730.0,730.0,30.0,730.0,,t,0,0,0,259,2026-03-16,82,1,0,185,1,60,3650.0,2010-04-18,2025-03-31,4.66,4.5,4.62,4.74,4.85,4.42,4.67,,,6,0,6,0,0.42
11943,https://www.airbnb.com/rooms/11943,20260316030535,2026-03-17,previous scrape,Country space in the city,,,https://a0.muscache.com/pictures/53007/d30884b6_original.jpg,45445,https://www.airbnb.com/users/show/45445,1.4625075173886922e+18,https://www.airbnb.com/users/profile/1462507517388692132,Harriet,,16.0,5.0,15.0,2.0,"New York, NY",,,,,f,,https://a0.muscache.com/im/users/45445/profile_pic/1295013246/original.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,Flatbush,Brooklyn,40.63702,-73.96327,Private room in home,Private room,1,,1 bath,1.0,,"[""Kitchen"", ""Air conditioning"", ""Dryer"", ""Heating"", ""Washer"", ""Wifi"", ""Breakfast""]",,,,,,,30.0,730.0,30.0,30.0,730.0,730.0,30.0,730.0,,,0,0,0,0,2026-03-17,0,0,0,0,0,0,,,,,,,,,,,,,1,0,1,0,
12192,https://www.airbnb.com/rooms/12192,20260316030535,2026-03-17,previous scrape,ENJOY Downtown NYC!,"Easy access to all downtown has to offer!  One of the least expensive stays in all of Manhattan. East Village is known for being trendy, artsy, and home to diverse food, clubs, dives, street art, and the cultural heart of New York City. <br /><br />Apartment is in back of building and relatively quiet. Fast Wifi. Desk. Shared kitchen. Good fit for internship, relocating, or visit to NYC. <br /><br />Subways F, L, N, R, W, 6 within walking distance. Bus on corner. Citi Bike Station & laundry mat 1 block away.",,https://a0.muscache.com/pictures/miso/Hosting-12192/original/d5a20520-2d1d-4a6d-8b6b-516b0cfb23dd.jpeg,46978,https://www.airbnb.com/users/show/46978,1.4625075744320448e+18,https://www.airbnb.com/users/profile/1462507574432044750,Edward,,16.0,4.0,15.0,2.0,"New York, NY","I am an actor & adventurer who loves to travel and share experiences with people.  I love food, good conversation, and positive participation.  Its an honor to be part of this awesome community of individuals!",,,,t,,https://a0.muscache.com/im/users/46978/profile_pic/1426788156/original.jpg?aki_policy=profile_x_medium,,2.0,,,t,t,,East Village,Manhattan,40.72296,-73.98383,Private room in rental unit,Private room,1,,1 shared bath,,,"[""Window AC unit"", ""Essentials"", ""TV"", ""Bed linens"", ""Wifi"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Iron"", ""Dishes and silverware"", ""Host greets you"", ""Microwave"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Stove"", ""Central heating"", ""Portable heater"", ""Smoke alarm"", ""Shampoo"", ""First aid kit"", ""Hot water kettle"", ""Clothing storage"", ""Hair dryer"", ""Hangers"", ""Coffee maker"", ""Refrigerator"", ""Cooking basics"", ""Kitchen"", ""Free street parking"", ""Lockbox"", ""Self check-in"", ""Hot water"", ""Luggage dropoff allowed"", ""Dedicated workspace""]",,,,,,,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,19,19,2026-03-17,316,2,0,19,2,120,,2009-10-27,2026-01-06,4.4,4.61,4.07,4.81,4.85,4.71,4.54,,,2,0,2,0,1.58
12940,https://www.airbnb.com/rooms/12940,20260316030535,2026-03-16,city scrape,Charming Brownstone 3 - Near PRATT,"Super cute 1 bedroom apartment in a 100 year old, historical Brooklyn brownstone.  We are central in Brooklyn and right across the street from the subway.  Lots of Cafes and bars nearby.  10 minutes to lower Manhattan and SOHO, 30 minutes to Times Square.",,https://a0.muscache.com/pictures/miso/Hosting-12940/original/5290ffc3-179d-4d11-98bb-aba0034a4331.jpeg,50148,https://www.airbnb.com/users/show/50148,1.4625076394732283e+18,https://www.airbnb.com/users/profile/1462507639473228190,Adreinne,,16.0,4.0,15.0,2.0,"New York, NY","A professional photo editor and photographer living bi-coastal.  I spend half the year in Berkeley, CA and the other half in Brooklyn, NY.",,,,f,,https://a0.muscache.com/im/users/50148/profile_pic/1327978483/original.jpg?aki_policy=profile_x_medium,,3.0,,,t,t,,Bedford-Stuyvesant,Brooklyn,40.67946,-73.95417,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Lockbox"", ""Essentials"", ""Stove"", ""Carbon monoxide alarm"", ""Iron"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Microwave"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Cooking basics"", ""Free street parking""]",$126.80,2026-06-01,2026-07-01,3804.14,126.8,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""3804.14"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""1113.00"", ""price_per_night"": ""126.8046666666666666666666667"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""3804.14"", ""raw_price_line_items"": [{""amount"": ""4917.14"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$4,917.14""}, {""amount"": ""-1113.00"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$1,113.00""}, {""amount"": ""3804.14"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$3,804.14""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-01"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,,t,6,6,23,247,2026-03-16,81,2,0,173,3,120,15216.0,2009-12-12,2025-11-15,4.59,4.65,4.47,4.74,4.58,4.13,4.43,,,1,1,0,0,0.41
14314,https://www.airbnb.com/rooms/14314,20260316030535,2026-03-16,city scrape,Greenpoint Place...Has It All!,"Cozy, comfortable, one bedroom apartment on ground floor of detached Victorian home. Quiet, one way street with minimal traffic.",,https://a0.muscache.com/pictures/cd3a00f3-a42d-416d-8073-da9e3c6c301f.jpg,56246,https://www.airbnb.com/users/show/56246,1.4625078326457306e+18,https://www.airbnb.com/users/profile/1462507832645730576,Jeanne,,16.0,3.0,15.0,2.0,"New York, NY","My husband and I have been married since 1998 and have two amazing boys! We were determined to stay in ""the city"" to raise our family so we could take advantage of all that New York has to offer.  We also love to travel and when we do, we try and stay in small, local accommodations so we can experience the local vibe of the surroundings. This same feeling is what we offer our visitors when they come to Greenpoint.",,,,t,,https://a0.muscache.com/im/pictures/user/User-56246/original/f7ec8ee1-93bc-430d-a9e8-73d94aaac0ac.jpeg?aki_policy=profile_x_medium,,1.0,,,t,t,,Greenpoint,Brooklyn,40.73535,-73.95584,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Blender"", ""Keypad"", ""Hangers"", ""Portable fans"", ""Smoke alarm"", ""Shower gel"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Coffee"", ""Freezer"", ""Cleaning products"", ""Fire extinguisher"", ""Essentials"", ""Stove"", ""Toaster"", ""Dining table"", ""Carbon monoxide alarm"", ""Single level home"", ""Iron"", ""Shampoo"", ""TV with standard cable"", ""Washer \u2013\u00a0In unit"", ""Wifi"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Heating"", ""Long term stays allowed"", ""Self check-in"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Conditioner"", ""Kitchen"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Baking sheet"", ""AC - split type ductless system"", ""Oven"", ""Cooking basics"", ""Free street parking"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Free dryer \u2013 In unit"", ""Private entrance""]",$145.10,2026-06-30,2026-07-30,4353.0,145.1,"{""quote"": {""taxes"": null, ""currency"": ""USD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""4353"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""145.1"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""4352.81"", ""raw_price_line_items"": [{""amount"": ""4352.81"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$4,352.81""}, {""amount"": ""4352.81"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$4,352.81""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-30"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-30""}}",30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,0,0,199,2026-03-16,177,1,0,125,1,60,8706.0,2009-12-13,2025-11-17,4.83,4.89,4.91,4.91,4.93,4.8,4.79,,,1,1,0,0,0.89
15385,https://www.airbnb.com/rooms/15385,20260316030535,2026-03-16,city scrape,"Very, very cozy place","A home away from home. Its a very cute and charming.<br />full size bed (sheets and towels included). VERY CLEAN <br />the kitchen is not included, that <br />said, you are welcome  to prepare light meals, at the moment I don't have a dining table. Just one chair in the kitchen but you have a desk in your room.<br /><br />*Not ideal to work from home. It is a small apartment. <br />*Just  for 1 person  no exceptions.<br />* For February and March you will be mostly by yourself  Then the kitchen rules and working from home is ok.",,https://a0.muscache.com/pictures/hosting/Hosting-15385/original/af68235b-b23c-4efd-9d1f-8cd6e818253e.jpeg,60252,https://www.airbnb.com/users/show/60252,1.4625079693188923e+18,https://www.airbnb.com/users/profile/1462507969318892407,Cristina,,16.0,3.0,15.0,2.0,"New York, NY","I am from Colombia. Love to travel, a good meal, a beautiful home.
I love to have a balanced life. I do love quality food, meditation and nature.
of course to move my body, after all i am an Pilates instructor ;)",,,,t,,https://a0.muscache.com/im/pictures/user/138743fe-c314-4a29-9203-2a1fcfad46f6.jpg?aki_policy=profile_x_medium,,1.0,,,t,t,,Williamsburg,Brooklyn,40.71211,-73.96397,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Hot water"", ""Heating"", ""Self check-in"", ""Essentials"", ""Stove"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Refrigerator"", ""Lockbox"", ""First aid kit"", ""Bed linens"", ""Wifi"", ""Clothing storage: closet""]",$63.19,2026-12-27,2027-01-27,1958.93,63.19,"{""quote"": {""taxes"": null, ""currency"": null, ""date_match"": null, ""service_fee"": null, ""total_price"": ""1958.93"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": ""1367.10"", ""price_per_night"": ""63.19129032258064516129032258"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""1958.93"", ""raw_price_line_items"": [{""amount"": ""3326.03"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$3,326.03""}, {""amount"": ""-1367.10"", ""item_type"": ""discount_amount"", ""description"": ""Monthly stay discount"", ""price_string"": ""-$1,367.10""}, {""amount"": ""1958.93"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,958.93""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-12-27"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2027-01-27""}}",31.0,60.0,31.0,31.0,60.0,60.0,31.0,60.0,,t,0,0,13,128,2026-03-16,63,3,0,54,4,186,11753.0,2010-05-16,2025-07-25,4.87,4.84,4.84,4.87,4.87,4.87,4.7,,,1,0,1,0,0.33
