listing_id,date
6848,2009-05-25
6848,2009-06-07
6848,2009-06-14
6848,2009-07-08
6848,2009-07-22
6848,2009-07-27
6848,2009-08-03
6848,2009-10-07
6848,2009-12-04
6848,2009-12-06
6848,2010-01-11
6848,2010-02-17
6848,2010-05-15
6848,2010-09-29
6848,2010-10-01
6848,2010-10-24
6848,2010-11-22
6848,2012-09-27
6848,2012-11-05
6848,2013-01-26
6848,2013-02-17
6848,2013-05-23
6848,2013-06-18
6848,2013-09-28
6848,2013-10-13
6848,2013-11-11
6848,2013-11-23
6848,2013-12-03
6848,2013-12-07
6848,2013-12-16
